item,object,item_type,sent_condition,media_condition,match,similarity,model,dataset
1,steak,,a,a,match,0.23062515185456567,ViT-L-14-336,connell2007
2,traffic light,,a,a,match,0.1370772647255094,ViT-L-14-336,connell2007
3,tomato,,a,a,match,0.23597510667608235,ViT-L-14-336,connell2007
4,tree,,a,a,match,0.2061269266700395,ViT-L-14-336,connell2007
5,hair,,a,a,match,0.2541433855383255,ViT-L-14-336,connell2007
6,bear,,a,a,match,0.20221564515738544,ViT-L-14-336,connell2007
7,leaf,,a,a,match,0.21581167119460232,ViT-L-14-336,connell2007
8,lamb,,a,a,match,0.18118775970865186,ViT-L-14-336,connell2007
9,bananas,,a,a,match,0.21585777395552452,ViT-L-14-336,connell2007
10,coffee,,a,a,match,0.21831551387212367,ViT-L-14-336,connell2007
11,sky,,a,a,match,0.18435069763586553,ViT-L-14-336,connell2007
12,chameleon,,a,a,match,0.2369122034449903,ViT-L-14-336,connell2007
1,steak,,a,b,mismatch,0.23291591103745957,ViT-L-14-336,connell2007
2,traffic light,,a,b,mismatch,0.15231653338070805,ViT-L-14-336,connell2007
3,tomato,,a,b,mismatch,0.23951166019447512,ViT-L-14-336,connell2007
4,tree,,a,b,mismatch,0.21503863229287368,ViT-L-14-336,connell2007
5,hair,,a,b,mismatch,0.2656141195450761,ViT-L-14-336,connell2007
6,bear,,a,b,mismatch,0.19525944809515206,ViT-L-14-336,connell2007
7,leaf,,a,b,mismatch,0.21287770874797418,ViT-L-14-336,connell2007
8,lamb,,a,b,mismatch,0.1656321724584806,ViT-L-14-336,connell2007
9,bananas,,a,b,mismatch,0.21338248619885058,ViT-L-14-336,connell2007
10,coffee,,a,b,mismatch,0.214365637837307,ViT-L-14-336,connell2007
11,sky,,a,b,mismatch,0.18054750764956062,ViT-L-14-336,connell2007
12,chameleon,,a,b,mismatch,0.21268123789312376,ViT-L-14-336,connell2007
1,steak,,b,b,match,0.21900043741635955,ViT-L-14-336,connell2007
2,traffic light,,b,b,match,0.15347173830834548,ViT-L-14-336,connell2007
3,tomato,,b,b,match,0.23270563591578242,ViT-L-14-336,connell2007
4,tree,,b,b,match,0.2368146889121422,ViT-L-14-336,connell2007
5,hair,,b,b,match,0.2646149671088902,ViT-L-14-336,connell2007
6,bear,,b,b,match,0.19313647633785047,ViT-L-14-336,connell2007
7,leaf,,b,b,match,0.2024707095175895,ViT-L-14-336,connell2007
8,lamb,,b,b,match,0.16248533454072078,ViT-L-14-336,connell2007
9,bananas,,b,b,match,0.21440361012780185,ViT-L-14-336,connell2007
10,coffee,,b,b,match,0.20640970038450512,ViT-L-14-336,connell2007
11,sky,,b,b,match,0.19439866466400813,ViT-L-14-336,connell2007
12,chameleon,,b,b,match,0.22434151158861226,ViT-L-14-336,connell2007
1,steak,,b,a,mismatch,0.22741881840118872,ViT-L-14-336,connell2007
2,traffic light,,b,a,mismatch,0.13934485979608302,ViT-L-14-336,connell2007
3,tomato,,b,a,mismatch,0.22437575079787753,ViT-L-14-336,connell2007
4,tree,,b,a,mismatch,0.19437724822341873,ViT-L-14-336,connell2007
5,hair,,b,a,mismatch,0.25354058383785394,ViT-L-14-336,connell2007
6,bear,,b,a,mismatch,0.1644329279022685,ViT-L-14-336,connell2007
7,leaf,,b,a,mismatch,0.19750026165953405,ViT-L-14-336,connell2007
8,lamb,,b,a,mismatch,0.17733289105791594,ViT-L-14-336,connell2007
9,bananas,,b,a,mismatch,0.21487956808283437,ViT-L-14-336,connell2007
10,coffee,,b,a,mismatch,0.21045276697043402,ViT-L-14-336,connell2007
11,sky,,b,a,mismatch,0.18438443886382605,ViT-L-14-336,connell2007
12,chameleon,,b,a,mismatch,0.23330094401193147,ViT-L-14-336,connell2007
