item,object,item_type,sent_condition,media_condition,match,similarity,model,dataset
1,steak,,a,a,match,0.23032417529204086,ViT-B-32,connell2007
2,traffic light,,a,a,match,0.2163049748831788,ViT-B-32,connell2007
3,tomato,,a,a,match,0.26456129916566096,ViT-B-32,connell2007
4,tree,,a,a,match,0.2767241326348464,ViT-B-32,connell2007
5,hair,,a,a,match,0.22374257237695638,ViT-B-32,connell2007
6,bear,,a,a,match,0.23356558720907372,ViT-B-32,connell2007
7,leaf,,a,a,match,0.25044965065598657,ViT-B-32,connell2007
8,lamb,,a,a,match,0.2309572554372129,ViT-B-32,connell2007
9,bananas,,a,a,match,0.2835608441928962,ViT-B-32,connell2007
10,coffee,,a,a,match,0.23973508550351852,ViT-B-32,connell2007
11,sky,,a,a,match,0.24273489132080894,ViT-B-32,connell2007
12,chameleon,,a,a,match,0.28040687733556346,ViT-B-32,connell2007
1,steak,,a,b,mismatch,0.22787473196831765,ViT-B-32,connell2007
2,traffic light,,a,b,mismatch,0.22354933106853792,ViT-B-32,connell2007
3,tomato,,a,b,mismatch,0.2442864735829522,ViT-B-32,connell2007
4,tree,,a,b,mismatch,0.27042475400233346,ViT-B-32,connell2007
5,hair,,a,b,mismatch,0.21343962082421764,ViT-B-32,connell2007
6,bear,,a,b,mismatch,0.227679757255575,ViT-B-32,connell2007
7,leaf,,a,b,mismatch,0.2532661760253234,ViT-B-32,connell2007
8,lamb,,a,b,mismatch,0.24442435821250041,ViT-B-32,connell2007
9,bananas,,a,b,mismatch,0.2842264967028423,ViT-B-32,connell2007
10,coffee,,a,b,mismatch,0.2400465628367704,ViT-B-32,connell2007
11,sky,,a,b,mismatch,0.2335269799874915,ViT-B-32,connell2007
12,chameleon,,a,b,mismatch,0.26251323940006654,ViT-B-32,connell2007
1,steak,,b,b,match,0.25663918130950214,ViT-B-32,connell2007
2,traffic light,,b,b,match,0.21983255033760052,ViT-B-32,connell2007
3,tomato,,b,b,match,0.24172256171584938,ViT-B-32,connell2007
4,tree,,b,b,match,0.29408340587886705,ViT-B-32,connell2007
5,hair,,b,b,match,0.22772478362957305,ViT-B-32,connell2007
6,bear,,b,b,match,0.25878985233512064,ViT-B-32,connell2007
7,leaf,,b,b,match,0.24572510817306648,ViT-B-32,connell2007
8,lamb,,b,b,match,0.23906617908931616,ViT-B-32,connell2007
9,bananas,,b,b,match,0.2674628907167871,ViT-B-32,connell2007
10,coffee,,b,b,match,0.23780242917507466,ViT-B-32,connell2007
11,sky,,b,b,match,0.2495306503179342,ViT-B-32,connell2007
12,chameleon,,b,b,match,0.27555763909392184,ViT-B-32,connell2007
1,steak,,b,a,mismatch,0.2484725938650545,ViT-B-32,connell2007
2,traffic light,,b,a,mismatch,0.21091905462950056,ViT-B-32,connell2007
3,tomato,,b,a,mismatch,0.2637495988048667,ViT-B-32,connell2007
4,tree,,b,a,mismatch,0.2508392597517084,ViT-B-32,connell2007
5,hair,,b,a,mismatch,0.24100993574868057,ViT-B-32,connell2007
6,bear,,b,a,mismatch,0.2496584341296958,ViT-B-32,connell2007
7,leaf,,b,a,mismatch,0.24082090038634396,ViT-B-32,connell2007
8,lamb,,b,a,mismatch,0.226230242527653,ViT-B-32,connell2007
9,bananas,,b,a,mismatch,0.270313995306386,ViT-B-32,connell2007
10,coffee,,b,a,mismatch,0.23821384685311053,ViT-B-32,connell2007
11,sky,,b,a,mismatch,0.25261444151200196,ViT-B-32,connell2007
12,chameleon,,b,a,mismatch,0.28057770514577873,ViT-B-32,connell2007
