,index,response,rt,ppt_idx,match,condition_a,condition_b,object,accuracy,list,ppt_id
1243,13,2,1.015,14,Mismatch,V,H,Bat,1,2,2_14
1244,14,2,0.913,15,Mismatch,V,H,Bat,1,2,2_15
1245,15,2,0.396,16,Mismatch,V,H,Bat,1,2,2_16
1246,16,2,0.873,17,Mismatch,V,H,Bat,1,2,2_17
1247,17,2,0.652,18,Mismatch,V,H,Bat,1,2,2_18
1248,18,2,0.986,19,Mismatch,V,H,Bat,1,2,2_19
1249,19,2,0.743,20,Mismatch,V,H,Bat,1,2,2_20
1250,20,2,1.322,21,Mismatch,V,H,Bat,1,2,2_21
1251,21,2,1.505,22,Mismatch,V,H,Bat,1,2,2_22
1252,22,2,1.315,23,Mismatch,V,H,Bat,1,2,2_23
1253,23,2,1.05,24,Mismatch,V,H,Bat,1,2,2_24
1254,24,2,1.032,25,Mismatch,V,H,Bat,1,2,2_25
1255,25,2,0.809,26,Mismatch,V,H,Bat,1,2,2_26
1256,26,2,1.068,27,Mismatch,V,H,Bat,1,2,2_27
1257,27,2,0.501,28,Mismatch,V,H,Bat,1,2,2_28
1258,28,2,1.093,29,Mismatch,V,H,Bat,1,2,2_29
1259,29,2,1.153,30,Mismatch,V,H,Bat,1,2,2_30
1260,30,2,0.587,31,Mismatch,V,H,Bat,1,2,2_31
1261,31,2,0.669,32,Mismatch,V,H,Bat,1,2,2_32
1262,32,2,0.63,33,Mismatch,V,H,Bat,1,2,2_33
1263,33,2,0.686,34,Mismatch,V,H,Bat,1,2,2_34
1264,34,2,1.159,35,Mismatch,V,H,Bat,1,2,2_35
1265,35,2,1.817,36,Mismatch,V,H,Bat,1,2,2_36
1266,36,2,0.798,37,Mismatch,V,H,Bat,1,2,2_37
1267,37,2,0.849,38,Mismatch,V,H,Bat,1,2,2_38
1268,38,2,2.529,39,Mismatch,V,H,Bat,1,2,2_39
1269,39,2,0.769,40,Mismatch,V,H,Bat,1,2,2_40
1270,40,2,2.472,41,Mismatch,V,H,Bat,1,2,2_41
1271,0,2,1.143,1,Mismatch,H,V,Bowl,1,2,2_1
1272,1,2,0.712,2,Mismatch,H,V,Bowl,1,2,2_2
1273,2,2,0.713,3,Mismatch,H,V,Bowl,1,2,2_3
1274,3,2,1.493,4,Mismatch,H,V,Bowl,1,2,2_4
1275,4,2,0.952,5,Mismatch,H,V,Bowl,1,2,2_5
1276,5,2,1.126,6,Mismatch,H,V,Bowl,1,2,2_6
1277,6,2,1.045,7,Mismatch,H,V,Bowl,1,2,2_7
1278,7,2,0.656,8,Mismatch,H,V,Bowl,1,2,2_8
1279,8,2,1.4,9,Mismatch,H,V,Bowl,1,2,2_9
1280,9,2,0.471,10,Mismatch,H,V,Bowl,1,2,2_10
1281,10,2,0.542,11,Mismatch,H,V,Bowl,1,2,2_11
1282,11,2,0.55,12,Mismatch,H,V,Bowl,1,2,2_12
1283,12,2,0.554,13,Mismatch,H,V,Bowl,1,2,2_13
1284,13,2,1.697,14,Mismatch,H,V,Bowl,1,2,2_14
1285,14,2,1.113,15,Mismatch,H,V,Bowl,1,2,2_15
1286,15,2,0.629,16,Mismatch,H,V,Bowl,1,2,2_16
1287,16,2,1.263,17,Mismatch,H,V,Bowl,1,2,2_17
1288,17,2,1.363,18,Mismatch,H,V,Bowl,1,2,2_18
1289,18,1,19.958,19,Mismatch,H,V,Bowl,0,2,2_19
1290,19,2,6.051,20,Mismatch,H,V,Bowl,1,2,2_20
1291,20,2,1.643,21,Mismatch,H,V,Bowl,1,2,2_21
1292,21,2,0.589,22,Mismatch,H,V,Bowl,1,2,2_22
1293,22,2,1.507,23,Mismatch,H,V,Bowl,1,2,2_23
1294,23,2,1.203,24,Mismatch,H,V,Bowl,1,2,2_24
1295,24,2,1.08,25,Mismatch,H,V,Bowl,1,2,2_25
1296,25,2,0.917,26,Mismatch,H,V,Bowl,1,2,2_26
1297,26,2,0.865,27,Mismatch,H,V,Bowl,1,2,2_27
1298,27,2,0.993,28,Mismatch,H,V,Bowl,1,2,2_28
1299,28,2,1.947,29,Mismatch,H,V,Bowl,1,2,2_29
1300,29,2,1.263,30,Mismatch,H,V,Bowl,1,2,2_30
1301,30,2,0.928,31,Mismatch,H,V,Bowl,1,2,2_31
1302,31,2,0.609,32,Mismatch,H,V,Bowl,1,2,2_32
1303,32,2,0.759,33,Mismatch,H,V,Bowl,1,2,2_33
1304,33,2,1.482,34,Mismatch,H,V,Bowl,1,2,2_34
1305,34,2,0.492,35,Mismatch,H,V,Bowl,1,2,2_35
1306,35,1,0.929,36,Mismatch,H,V,Bowl,0,2,2_36
1307,36,2,1.148,37,Mismatch,H,V,Bowl,1,2,2_37
1308,37,2,0.86,38,Mismatch,H,V,Bowl,1,2,2_38
1309,38,2,1.167,39,Mismatch,H,V,Bowl,1,2,2_39
1310,39,2,5.291,40,Mismatch,H,V,Bowl,1,2,2_40
1311,40,2,1.482,41,Mismatch,H,V,Bowl,1,2,2_41
1312,0,2,0.717,1,Mismatch,V,H,Clthspnh,1,2,2_1
1313,1,2,0.749,2,Mismatch,V,H,Clthspnh,1,2,2_2
1314,2,2,1.405,3,Mismatch,V,H,Clthspnh,1,2,2_3
1315,3,2,1.911,4,Mismatch,V,H,Clthspnh,1,2,2_4
1316,4,2,1.161,5,Mismatch,V,H,Clthspnh,1,2,2_5
1317,5,2,1.457,6,Mismatch,V,H,Clthspnh,1,2,2_6
1318,6,2,1.124,7,Mismatch,V,H,Clthspnh,1,2,2_7
1319,7,2,0.858,8,Mismatch,V,H,Clthspnh,1,2,2_8
1320,8,2,1.297,9,Mismatch,V,H,Clthspnh,1,2,2_9
1321,9,2,1.259,10,Mismatch,V,H,Clthspnh,1,2,2_10
1322,10,2,0.109,11,Mismatch,V,H,Clthspnh,1,2,2_11
1323,11,2,1.255,12,Mismatch,V,H,Clthspnh,1,2,2_12
1324,12,2,1.388,13,Mismatch,V,H,Clthspnh,1,2,2_13
1325,13,2,3.688,14,Mismatch,V,H,Clthspnh,1,2,2_14
1326,14,2,0.599,15,Mismatch,V,H,Clthspnh,1,2,2_15
1327,15,2,0.459,16,Mismatch,V,H,Clthspnh,1,2,2_16
1328,16,2,5.79,17,Mismatch,V,H,Clthspnh,1,2,2_17
1329,17,2,0.841,18,Mismatch,V,H,Clthspnh,1,2,2_18
1330,18,2,0.871,19,Mismatch,V,H,Clthspnh,1,2,2_19
1331,19,2,0.567,20,Mismatch,V,H,Clthspnh,1,2,2_20
1332,20,2,1.112,21,Mismatch,V,H,Clthspnh,1,2,2_21
1333,21,2,1.432,22,Mismatch,V,H,Clthspnh,1,2,2_22
1334,22,2,1.211,23,Mismatch,V,H,Clthspnh,1,2,2_23
1335,23,2,1.248,24,Mismatch,V,H,Clthspnh,1,2,2_24
1336,24,2,1.155,25,Mismatch,V,H,Clthspnh,1,2,2_25
1337,25,2,1.02,26,Mismatch,V,H,Clthspnh,1,2,2_26
1338,26,2,0.788,27,Mismatch,V,H,Clthspnh,1,2,2_27
1339,27,2,0.975,28,Mismatch,V,H,Clthspnh,1,2,2_28
1340,28,2,1.155,29,Mismatch,V,H,Clthspnh,1,2,2_29
1341,29,2,1.218,30,Mismatch,V,H,Clthspnh,1,2,2_30
1342,30,2,0.498,31,Mismatch,V,H,Clthspnh,1,2,2_31
1343,31,2,0.838,32,Mismatch,V,H,Clthspnh,1,2,2_32
1344,32,2,0.632,33,Mismatch,V,H,Clthspnh,1,2,2_33
1345,33,2,0.92,34,Mismatch,V,H,Clthspnh,1,2,2_34
1346,34,2,0.618,35,Mismatch,V,H,Clthspnh,1,2,2_35
1347,35,1,0.699,36,Mismatch,V,H,Clthspnh,0,2,2_36
1348,36,2,1.273,37,Mismatch,V,H,Clthspnh,1,2,2_37
1349,37,2,1.117,38,Mismatch,V,H,Clthspnh,1,2,2_38
1350,38,2,3.119,39,Mismatch,V,H,Clthspnh,1,2,2_39
1351,39,2,1.659,40,Mismatch,V,H,Clthspnh,1,2,2_40
1352,40,2,1.468,41,Mismatch,V,H,Clthspnh,1,2,2_41
1353,0,2,0.651,1,Mismatch,H,V,frxtinguisher,1,2,2_1
1354,1,2,0.672,2,Mismatch,H,V,frxtinguisher,1,2,2_2
1355,2,2,0.66,3,Mismatch,H,V,frxtinguisher,1,2,2_3
1356,3,2,2.05,4,Mismatch,H,V,frxtinguisher,1,2,2_4
1357,4,2,0.774,5,Mismatch,H,V,frxtinguisher,1,2,2_5
1358,5,2,1.117,6,Mismatch,H,V,frxtinguisher,1,2,2_6
1359,6,2,0.851,7,Mismatch,H,V,frxtinguisher,1,2,2_7
1360,7,2,0.422,8,Mismatch,H,V,frxtinguisher,1,2,2_8
1361,8,2,0.599,9,Mismatch,H,V,frxtinguisher,1,2,2_9
1362,9,2,0.75,10,Mismatch,H,V,frxtinguisher,1,2,2_10
1363,10,2,0.496,11,Mismatch,H,V,frxtinguisher,1,2,2_11
1364,11,2,0.515,12,Mismatch,H,V,frxtinguisher,1,2,2_12
1365,12,2,1.295,13,Mismatch,H,V,frxtinguisher,1,2,2_13
1366,13,2,1.262,14,Mismatch,H,V,frxtinguisher,1,2,2_14
1367,14,2,0.671,15,Mismatch,H,V,frxtinguisher,1,2,2_15
1368,15,2,0.395,16,Mismatch,H,V,frxtinguisher,1,2,2_16
1369,16,2,0.874,17,Mismatch,H,V,frxtinguisher,1,2,2_17
1370,17,2,0.876,18,Mismatch,H,V,frxtinguisher,1,2,2_18
1371,18,2,2.265,19,Mismatch,H,V,frxtinguisher,1,2,2_19
1372,19,2,1.028,20,Mismatch,H,V,frxtinguisher,1,2,2_20
1373,20,2,1.047,21,Mismatch,H,V,frxtinguisher,1,2,2_21
1374,21,2,1.177,22,Mismatch,H,V,frxtinguisher,1,2,2_22
1375,22,2,1.237,23,Mismatch,H,V,frxtinguisher,1,2,2_23
1376,23,2,1.419,24,Mismatch,H,V,frxtinguisher,1,2,2_24
1377,24,2,1.064,25,Mismatch,H,V,frxtinguisher,1,2,2_25
1378,25,2,0.917,26,Mismatch,H,V,frxtinguisher,1,2,2_26
1379,26,2,1.018,27,Mismatch,H,V,frxtinguisher,1,2,2_27
1380,27,2,0.984,28,Mismatch,H,V,frxtinguisher,1,2,2_28
1381,28,2,0.825,29,Mismatch,H,V,frxtinguisher,1,2,2_29
1382,29,2,0.951,30,Mismatch,H,V,frxtinguisher,1,2,2_30
1383,30,2,0.676,31,Mismatch,H,V,frxtinguisher,1,2,2_31
1384,31,2,0.503,32,Mismatch,H,V,frxtinguisher,1,2,2_32
1385,32,2,0.671,33,Mismatch,H,V,frxtinguisher,1,2,2_33
1386,33,2,0.827,34,Mismatch,H,V,frxtinguisher,1,2,2_34
1387,34,2,0.497,35,Mismatch,H,V,frxtinguisher,1,2,2_35
1388,35,1,0.636,36,Mismatch,H,V,frxtinguisher,0,2,2_36
1389,36,2,0.878,37,Mismatch,H,V,frxtinguisher,1,2,2_37
1390,37,2,0.895,38,Mismatch,H,V,frxtinguisher,1,2,2_38
1391,38,2,1.354,39,Mismatch,H,V,frxtinguisher,1,2,2_39
1392,39,2,0.589,40,Mismatch,H,V,frxtinguisher,1,2,2_40
1393,40,2,0.936,41,Mismatch,H,V,frxtinguisher,1,2,2_41
1394,0,2,0.811,1,Mismatch,V,H,Nail,1,2,2_1
1395,1,2,0.762,2,Mismatch,V,H,Nail,1,2,2_2
1396,2,2,1.64,3,Mismatch,V,H,Nail,1,2,2_3
1397,3,2,1.695,4,Mismatch,V,H,Nail,1,2,2_4
1398,4,2,1.017,5,Mismatch,V,H,Nail,1,2,2_5
1399,5,2,0.87,6,Mismatch,V,H,Nail,1,2,2_6
1400,6,2,0.582,7,Mismatch,V,H,Nail,1,2,2_7
1401,7,2,0.827,8,Mismatch,V,H,Nail,1,2,2_8
1402,8,2,0.65,9,Mismatch,V,H,Nail,1,2,2_9
1403,9,2,0.53,10,Mismatch,V,H,Nail,1,2,2_10
1404,10,2,0.58,11,Mismatch,V,H,Nail,1,2,2_11
1405,11,2,0.657,12,Mismatch,V,H,Nail,1,2,2_12
1406,12,2,0.585,13,Mismatch,V,H,Nail,1,2,2_13
1407,13,2,1.14,14,Mismatch,V,H,Nail,1,2,2_14
1408,14,2,1.122,15,Mismatch,V,H,Nail,1,2,2_15
1409,15,2,0.785,16,Mismatch,V,H,Nail,1,2,2_16
1410,16,2,1.847,17,Mismatch,V,H,Nail,1,2,2_17
1411,17,2,0.471,18,Mismatch,V,H,Nail,1,2,2_18
1412,18,2,1.039,19,Mismatch,V,H,Nail,1,2,2_19
1413,19,2,1.432,20,Mismatch,V,H,Nail,1,2,2_20
1414,20,2,1.502,21,Mismatch,V,H,Nail,1,2,2_21
1415,21,2,1.101,22,Mismatch,V,H,Nail,1,2,2_22
1416,22,2,1.127,23,Mismatch,V,H,Nail,1,2,2_23
1417,23,2,0.929,24,Mismatch,V,H,Nail,1,2,2_24
1418,24,2,1.167,25,Mismatch,V,H,Nail,1,2,2_25
1419,25,2,1.407,26,Mismatch,V,H,Nail,1,2,2_26
1420,26,2,1.496,27,Mismatch,V,H,Nail,1,2,2_27
1421,27,2,1.564,28,Mismatch,V,H,Nail,1,2,2_28
1422,28,2,1.029,29,Mismatch,V,H,Nail,1,2,2_29
1423,29,2,1.421,30,Mismatch,V,H,Nail,1,2,2_30
1424,30,2,0.939,31,Mismatch,V,H,Nail,1,2,2_31
1425,31,2,0.77,32,Mismatch,V,H,Nail,1,2,2_32
1426,32,2,1.194,33,Mismatch,V,H,Nail,1,2,2_33
1427,33,2,2.325,34,Mismatch,V,H,Nail,1,2,2_34
1428,34,2,2.066,35,Mismatch,V,H,Nail,1,2,2_35
1429,35,2,1.081,36,Mismatch,V,H,Nail,1,2,2_36
1430,36,2,1.21,37,Mismatch,V,H,Nail,1,2,2_37
1431,37,2,1.257,38,Mismatch,V,H,Nail,1,2,2_38
1432,38,2,2.117,39,Mismatch,V,H,Nail,1,2,2_39
1433,39,2,0.823,40,Mismatch,V,H,Nail,1,2,2_40
1434,40,2,1.647,41,Mismatch,V,H,Nail,1,2,2_41
1435,0,2,0.719,1,Mismatch,H,V,Tire,1,2,2_1
1436,1,2,0.504,2,Mismatch,H,V,Tire,1,2,2_2
1437,2,2,1.235,3,Mismatch,H,V,Tire,1,2,2_3
1438,3,2,3.763,4,Mismatch,H,V,Tire,1,2,2_4
1439,4,2,0.898,5,Mismatch,H,V,Tire,1,2,2_5
1440,5,2,0.901,6,Mismatch,H,V,Tire,1,2,2_6
1441,6,2,1.373,7,Mismatch,H,V,Tire,1,2,2_7
1442,7,2,0.64,8,Mismatch,H,V,Tire,1,2,2_8
1443,8,2,1.167,9,Mismatch,H,V,Tire,1,2,2_9
1444,9,2,0.764,10,Mismatch,H,V,Tire,1,2,2_10
1445,10,2,0.543,11,Mismatch,H,V,Tire,1,2,2_11
1446,11,2,0.856,12,Mismatch,H,V,Tire,1,2,2_12
1447,12,2,1.593,13,Mismatch,H,V,Tire,1,2,2_13
1448,13,2,1.345,14,Mismatch,H,V,Tire,1,2,2_14
1449,14,2,1.194,15,Mismatch,H,V,Tire,1,2,2_15
1450,15,2,0.392,16,Mismatch,H,V,Tire,1,2,2_16
1451,16,2,1.04,17,Mismatch,H,V,Tire,1,2,2_17
1452,17,2,1.104,18,Mismatch,H,V,Tire,1,2,2_18
1453,18,2,0.514,19,Mismatch,H,V,Tire,1,2,2_19
1454,19,2,0.454,20,Mismatch,H,V,Tire,1,2,2_20
1455,20,2,1.3,21,Mismatch,H,V,Tire,1,2,2_21
1456,21,2,0.514,22,Mismatch,H,V,Tire,1,2,2_22
1457,22,2,1.287,23,Mismatch,H,V,Tire,1,2,2_23
1458,23,2,0.604,24,Mismatch,H,V,Tire,1,2,2_24
1459,24,2,0.963,25,Mismatch,H,V,Tire,1,2,2_25
1460,25,2,2.75,26,Mismatch,H,V,Tire,1,2,2_26
1461,26,2,0.735,27,Mismatch,H,V,Tire,1,2,2_27
1462,27,2,0.63,28,Mismatch,H,V,Tire,1,2,2_28
1463,28,2,0.881,29,Mismatch,H,V,Tire,1,2,2_29
1464,29,2,1.079,30,Mismatch,H,V,Tire,1,2,2_30
1465,30,2,0.548,31,Mismatch,H,V,Tire,1,2,2_31
1466,31,2,0.611,32,Mismatch,H,V,Tire,1,2,2_32
1467,32,2,1.122,33,Mismatch,H,V,Tire,1,2,2_33
1468,33,2,0.905,34,Mismatch,H,V,Tire,1,2,2_34
1469,34,2,1.301,35,Mismatch,H,V,Tire,1,2,2_35
1470,35,2,1.69,36,Mismatch,H,V,Tire,1,2,2_36
1471,36,2,1.121,37,Mismatch,H,V,Tire,1,2,2_37
1472,37,2,0.545,38,Mismatch,H,V,Tire,1,2,2_38
1473,38,2,0.781,39,Mismatch,H,V,Tire,1,2,2_39
1474,39,2,1.078,40,Mismatch,H,V,Tire,1,2,2_40
1475,40,2,1.189,41,Mismatch,H,V,Tire,1,2,2_41
1476,0,2,0.771,1,Match,H,H,Broom,1,2,2_1
1477,1,2,0.587,2,Match,H,H,Broom,1,2,2_2
1478,2,2,1.477,3,Match,H,H,Broom,1,2,2_3
1479,3,2,1.369,4,Match,H,H,Broom,1,2,2_4
1480,4,2,0.975,5,Match,H,H,Broom,1,2,2_5
1481,5,2,1.663,6,Match,H,H,Broom,1,2,2_6
1482,6,2,0.881,7,Match,H,H,Broom,1,2,2_7
1483,7,2,0.67,8,Match,H,H,Broom,1,2,2_8
1484,8,2,0.624,9,Match,H,H,Broom,1,2,2_9
1485,9,2,0.533,10,Match,H,H,Broom,1,2,2_10
1486,10,2,0.69,11,Match,H,H,Broom,1,2,2_11
1487,11,2,0.755,12,Match,H,H,Broom,1,2,2_12
1488,12,2,2.077,13,Match,H,H,Broom,1,2,2_13
1489,13,2,1.007,14,Match,H,H,Broom,1,2,2_14
1490,14,2,1.115,15,Match,H,H,Broom,1,2,2_15
1491,15,1,0.544,16,Match,H,H,Broom,0,2,2_16
1492,16,2,1.677,17,Match,H,H,Broom,1,2,2_17
1493,17,2,0.876,18,Match,H,H,Broom,1,2,2_18
1494,18,2,1.176,19,Match,H,H,Broom,1,2,2_19
1495,19,2,0.483,20,Match,H,H,Broom,1,2,2_20
1496,20,2,1.32,21,Match,H,H,Broom,1,2,2_21
1497,21,2,0.871,22,Match,H,H,Broom,1,2,2_22
1498,22,2,1.182,23,Match,H,H,Broom,1,2,2_23
1499,23,2,0.675,24,Match,H,H,Broom,1,2,2_24
1500,24,2,1.303,25,Match,H,H,Broom,1,2,2_25
1501,25,2,1.102,26,Match,H,H,Broom,1,2,2_26
1502,26,2,0.649,27,Match,H,H,Broom,1,2,2_27
1503,27,2,0.745,28,Match,H,H,Broom,1,2,2_28
1504,28,2,1.192,29,Match,H,H,Broom,1,2,2_29
1505,29,2,1.055,30,Match,H,H,Broom,1,2,2_30
1506,30,1,0.454,31,Match,H,H,Broom,0,2,2_31
1507,31,2,0.765,32,Match,H,H,Broom,1,2,2_32
1508,32,2,0.799,33,Match,H,H,Broom,1,2,2_33
1509,33,2,1.139,34,Match,H,H,Broom,1,2,2_34
1510,34,2,0.506,35,Match,H,H,Broom,1,2,2_35
1511,35,2,0.763,36,Match,H,H,Broom,1,2,2_36
1512,36,2,0.982,37,Match,H,H,Broom,1,2,2_37
1513,37,2,1.365,38,Match,H,H,Broom,1,2,2_38
1514,38,2,0.888,39,Match,H,H,Broom,1,2,2_39
1515,39,2,1.034,40,Match,H,H,Broom,1,2,2_40
1516,40,2,1.162,41,Match,H,H,Broom,1,2,2_41
1517,0,2,1.032,1,Match,V,V,Brush,1,2,2_1
1518,1,2,0.892,2,Match,V,V,Brush,1,2,2_2
1519,2,2,1.533,3,Match,V,V,Brush,1,2,2_3
1520,3,2,3.41,4,Match,V,V,Brush,1,2,2_4
1521,4,2,0.787,5,Match,V,V,Brush,1,2,2_5
1522,5,2,1.626,6,Match,V,V,Brush,1,2,2_6
1523,6,2,0.716,7,Match,V,V,Brush,1,2,2_7
1524,7,2,0.78,8,Match,V,V,Brush,1,2,2_8
1525,8,2,1.468,9,Match,V,V,Brush,1,2,2_9
1526,9,2,0.694,10,Match,V,V,Brush,1,2,2_10
1527,10,2,0.371,11,Match,V,V,Brush,1,2,2_11
1528,11,2,0.94,12,Match,V,V,Brush,1,2,2_12
1529,12,2,1.207,13,Match,V,V,Brush,1,2,2_13
1530,13,2,1.331,14,Match,V,V,Brush,1,2,2_14
1531,14,2,0.941,15,Match,V,V,Brush,1,2,2_15
1532,15,2,0.471,16,Match,V,V,Brush,1,2,2_16
1533,16,2,1.236,17,Match,V,V,Brush,1,2,2_17
1534,17,2,0.932,18,Match,V,V,Brush,1,2,2_18
1535,18,2,0.833,19,Match,V,V,Brush,1,2,2_19
1536,19,2,0.477,20,Match,V,V,Brush,1,2,2_20
1537,20,2,1.411,21,Match,V,V,Brush,1,2,2_21
1538,21,2,2.549,22,Match,V,V,Brush,1,2,2_22
1539,22,2,1.38,23,Match,V,V,Brush,1,2,2_23
1540,23,2,0.741,24,Match,V,V,Brush,1,2,2_24
1541,24,2,0.672,25,Match,V,V,Brush,1,2,2_25
1542,25,1,1.188,26,Match,V,V,Brush,0,2,2_26
1543,26,2,1.093,27,Match,V,V,Brush,1,2,2_27
1544,27,2,0.473,28,Match,V,V,Brush,1,2,2_28
1545,28,2,1.111,29,Match,V,V,Brush,1,2,2_29
1546,29,2,0.621,30,Match,V,V,Brush,1,2,2_30
1547,30,2,0.644,31,Match,V,V,Brush,1,2,2_31
1548,31,2,2.168,32,Match,V,V,Brush,1,2,2_32
1549,32,1,0.899,33,Match,V,V,Brush,0,2,2_33
1550,33,2,1.076,34,Match,V,V,Brush,1,2,2_34
1551,34,2,1.046,35,Match,V,V,Brush,1,2,2_35
1552,35,2,1.539,36,Match,V,V,Brush,1,2,2_36
1553,36,2,1.063,37,Match,V,V,Brush,1,2,2_37
1554,37,2,0.622,38,Match,V,V,Brush,1,2,2_38
1555,38,2,1.379,39,Match,V,V,Brush,1,2,2_39
1556,39,2,0.897,40,Match,V,V,Brush,1,2,2_40
1557,40,2,2.275,41,Match,V,V,Brush,1,2,2_41
1558,0,2,0.721,1,Match,H,H,Guitar,1,2,2_1
1559,1,2,0.624,2,Match,H,H,Guitar,1,2,2_2
1560,2,2,1.061,3,Match,H,H,Guitar,1,2,2_3
1561,3,2,1.744,4,Match,H,H,Guitar,1,2,2_4
1562,4,2,0.799,5,Match,H,H,Guitar,1,2,2_5
1563,5,2,1.395,6,Match,H,H,Guitar,1,2,2_6
1564,6,2,0.607,7,Match,H,H,Guitar,1,2,2_7
1565,7,2,1.435,8,Match,H,H,Guitar,1,2,2_8
1566,8,2,1.475,9,Match,H,H,Guitar,1,2,2_9
1567,9,2,0.596,10,Match,H,H,Guitar,1,2,2_10
1568,10,2,0.428,11,Match,H,H,Guitar,1,2,2_11
1569,11,2,1.145,12,Match,H,H,Guitar,1,2,2_12
1570,12,2,0.462,13,Match,H,H,Guitar,1,2,2_13
1571,13,2,1.31,14,Match,H,H,Guitar,1,2,2_14
1572,14,2,0.786,15,Match,H,H,Guitar,1,2,2_15
1573,15,2,0.609,16,Match,H,H,Guitar,1,2,2_16
1574,16,2,0.567,17,Match,H,H,Guitar,1,2,2_17
1575,17,2,0.816,18,Match,H,H,Guitar,1,2,2_18
1576,18,2,0.985,19,Match,H,H,Guitar,1,2,2_19
1577,19,2,1.288,20,Match,H,H,Guitar,1,2,2_20
1578,20,2,2.212,21,Match,H,H,Guitar,1,2,2_21
1579,21,2,1.077,22,Match,H,H,Guitar,1,2,2_22
1580,22,2,1.74,23,Match,H,H,Guitar,1,2,2_23
1581,23,2,0.544,24,Match,H,H,Guitar,1,2,2_24
1582,24,2,0.924,25,Match,H,H,Guitar,1,2,2_25
1583,25,2,1.179,26,Match,H,H,Guitar,1,2,2_26
1584,26,2,2.066,27,Match,H,H,Guitar,1,2,2_27
1585,27,2,0.617,28,Match,H,H,Guitar,1,2,2_28
1586,28,2,1.033,29,Match,H,H,Guitar,1,2,2_29
1587,29,2,1.019,30,Match,H,H,Guitar,1,2,2_30
1588,30,2,0.707,31,Match,H,H,Guitar,1,2,2_31
1589,31,2,0.723,32,Match,H,H,Guitar,1,2,2_32
1590,32,2,0.821,33,Match,H,H,Guitar,1,2,2_33
1591,33,2,1.061,34,Match,H,H,Guitar,1,2,2_34
1592,34,2,0.783,35,Match,H,H,Guitar,1,2,2_35
1593,35,2,0.933,36,Match,H,H,Guitar,1,2,2_36
1594,36,2,0.648,37,Match,H,H,Guitar,1,2,2_37
1595,37,2,0.819,38,Match,H,H,Guitar,1,2,2_38
1596,38,2,1.44,39,Match,H,H,Guitar,1,2,2_39
1597,39,2,0.667,40,Match,H,H,Guitar,1,2,2_40
1598,40,2,0.964,41,Match,H,H,Guitar,1,2,2_41
1599,0,2,0.703,1,Match,V,V,Iron,1,2,2_1
1600,1,2,0.83,2,Match,V,V,Iron,1,2,2_2
1601,2,2,2.428,3,Match,V,V,Iron,1,2,2_3
1602,3,2,1.281,4,Match,V,V,Iron,1,2,2_4
1603,4,2,0.755,5,Match,V,V,Iron,1,2,2_5
1604,5,2,1.101,6,Match,V,V,Iron,1,2,2_6
1605,6,2,0.823,7,Match,V,V,Iron,1,2,2_7
1606,7,2,0.422,8,Match,V,V,Iron,1,2,2_8
1607,8,2,0.625,9,Match,V,V,Iron,1,2,2_9
1608,9,2,0.782,10,Match,V,V,Iron,1,2,2_10
1609,10,2,0.97,11,Match,V,V,Iron,1,2,2_11
1610,11,2,1.159,12,Match,V,V,Iron,1,2,2_12
1611,12,2,0.89,13,Match,V,V,Iron,1,2,2_13
1612,13,2,0.844,14,Match,V,V,Iron,1,2,2_14
1613,14,2,0.698,15,Match,V,V,Iron,1,2,2_15
1614,15,2,0.381,16,Match,V,V,Iron,1,2,2_16
1615,16,2,1.999,17,Match,V,V,Iron,1,2,2_17
1616,17,2,0.817,18,Match,V,V,Iron,1,2,2_18
1617,18,2,1.358,19,Match,V,V,Iron,1,2,2_19
1618,19,2,0.805,20,Match,V,V,Iron,1,2,2_20
1619,20,2,1.226,21,Match,V,V,Iron,1,2,2_21
1620,21,2,1.89,22,Match,V,V,Iron,1,2,2_22
1621,22,2,1.431,23,Match,V,V,Iron,1,2,2_23
1622,23,2,0.716,24,Match,V,V,Iron,1,2,2_24
1623,24,2,1.581,25,Match,V,V,Iron,1,2,2_25
1624,25,2,0.879,26,Match,V,V,Iron,1,2,2_26
1625,26,2,0.651,27,Match,V,V,Iron,1,2,2_27
1626,27,2,0.529,28,Match,V,V,Iron,1,2,2_28
1627,28,2,1.346,29,Match,V,V,Iron,1,2,2_29
1628,29,2,0.781,30,Match,V,V,Iron,1,2,2_30
1629,30,2,0.93,31,Match,V,V,Iron,1,2,2_31
1630,31,2,0.538,32,Match,V,V,Iron,1,2,2_32
1631,32,2,0.815,33,Match,V,V,Iron,1,2,2_33
1632,33,2,0.733,34,Match,V,V,Iron,1,2,2_34
1633,34,2,0.641,35,Match,V,V,Iron,1,2,2_35
1634,35,2,1.083,36,Match,V,V,Iron,1,2,2_36
1635,36,2,0.831,37,Match,V,V,Iron,1,2,2_37
1636,37,2,0.816,38,Match,V,V,Iron,1,2,2_38
1637,38,2,1.031,39,Match,V,V,Iron,1,2,2_39
1638,39,2,0.796,40,Match,V,V,Iron,1,2,2_40
1639,40,2,1.044,41,Match,V,V,Iron,1,2,2_41
1640,0,2,0.704,1,Match,H,H,Salt,1,2,2_1
1641,1,2,0.617,2,Match,H,H,Salt,1,2,2_2
1642,2,2,2.927,3,Match,H,H,Salt,1,2,2_3
1643,3,2,1.614,4,Match,H,H,Salt,1,2,2_4
1644,4,2,1.419,5,Match,H,H,Salt,1,2,2_5
