,index,response,rt,ppt_idx,accuracy,match,media_condition,sent_condition,item,object,list,ppt_id
3508,25,2,0.896,26,1,mismatch,a,b,53,apple,4,4_26
3509,26,2,0.559,27,1,mismatch,a,b,53,apple,4,4_27
3510,27,2,2.244,28,1,mismatch,a,b,53,apple,4,4_28
3511,28,2,0.503,29,1,mismatch,a,b,53,apple,4,4_29
3512,29,2,0.64,30,1,mismatch,a,b,53,apple,4,4_30
3513,30,2,0.919,31,1,mismatch,a,b,53,apple,4,4_31
3514,31,1, ,32,0,mismatch,a,b,53,apple,4,4_32
3515,32,2,0.827,33,1,mismatch,a,b,53,apple,4,4_33
3516,33,2,0.672,34,1,mismatch,a,b,53,apple,4,4_34
3517,34,2,0.689,35,1,mismatch,a,b,53,apple,4,4_35
3518,35,2,0.696,36,1,mismatch,a,b,53,apple,4,4_36
3519,36,2,0.874,37,1,mismatch,a,b,53,apple,4,4_37
3520,37,2,0.702,38,1,mismatch,a,b,53,apple,4,4_38
3521,38,2,1.139,39,1,mismatch,a,b,53,apple,4,4_39
3522,39,2,0.506,40,1,mismatch,a,b,53,apple,4,4_40
3523,40,2,0.697,41,1,mismatch,a,b,53,apple,4,4_41
3524,41,2,0.813,42,1,mismatch,a,b,53,apple,4,4_42
3525,42,2,0.527,43,1,mismatch,a,b,53,apple,4,4_43
3526,0,2,0.731,1,1,mismatch,a,b,40,bread,4,4_1
3527,1,2,0.598,2,1,mismatch,a,b,40,bread,4,4_2
3528,2,2,1.409,3,1,mismatch,a,b,40,bread,4,4_3
3529,3,2,1.257,4,1,mismatch,a,b,40,bread,4,4_4
3530,4,2,0.639,5,1,mismatch,a,b,40,bread,4,4_5
3531,5,2,0.951,6,1,mismatch,a,b,40,bread,4,4_6
3532,6,2,0.624,7,1,mismatch,a,b,40,bread,4,4_7
3533,7,2,0.714,8,1,mismatch,a,b,40,bread,4,4_8
3534,8,2,0.906,9,1,mismatch,a,b,40,bread,4,4_9
3535,9,2,0.84,10,1,mismatch,a,b,40,bread,4,4_10
3536,10,2,0.782,11,1,mismatch,a,b,40,bread,4,4_11
3537,11,2,1.01,12,1,mismatch,a,b,40,bread,4,4_12
3538,12,2,1.596,13,1,mismatch,a,b,40,bread,4,4_13
3539,13,2,0.79,14,1,mismatch,a,b,40,bread,4,4_14
3540,14,2,2.234,15,1,mismatch,a,b,40,bread,4,4_15
3541,15,2,1.404,16,1,mismatch,a,b,40,bread,4,4_16
3542,16,2,1.046,17,1,mismatch,a,b,40,bread,4,4_17
3543,17,2,1.26,18,1,mismatch,a,b,40,bread,4,4_18
3544,18,2,1.044,19,1,mismatch,a,b,40,bread,4,4_19
3545,19,2,1.358,20,1,mismatch,a,b,40,bread,4,4_20
3546,20,2,4.053,21,1,mismatch,a,b,40,bread,4,4_21
3547,21,2,1.228,22,1,mismatch,a,b,40,bread,4,4_22
3548,22,2,0.574,23,1,mismatch,a,b,40,bread,4,4_23
3549,23,2,2.706,24,1,mismatch,a,b,40,bread,4,4_24
3550,24,2,0.649,25,1,mismatch,a,b,40,bread,4,4_25
3551,25,2,1.074,26,1,mismatch,a,b,40,bread,4,4_26
3552,26,2,0.688,27,1,mismatch,a,b,40,bread,4,4_27
3553,27,2,0.657,28,1,mismatch,a,b,40,bread,4,4_28
3554,28,2,0.93,29,1,mismatch,a,b,40,bread,4,4_29
3555,29,2,0.634,30,1,mismatch,a,b,40,bread,4,4_30
3556,30,2,1.7,31,1,mismatch,a,b,40,bread,4,4_31
3557,31,2,0.685,32,1,mismatch,a,b,40,bread,4,4_32
3558,32,2,1.003,33,1,mismatch,a,b,40,bread,4,4_33
3559,33,2,0.856,34,1,mismatch,a,b,40,bread,4,4_34
3560,34,2,0.807,35,1,mismatch,a,b,40,bread,4,4_35
3561,35,2,1.048,36,1,mismatch,a,b,40,bread,4,4_36
3562,36,2,2.281,37,1,mismatch,a,b,40,bread,4,4_37
3563,37,2,0.79,38,1,mismatch,a,b,40,bread,4,4_38
3564,38,2,1.341,39,1,mismatch,a,b,40,bread,4,4_39
3565,39,2,0.779,40,1,mismatch,a,b,40,bread,4,4_40
3566,40,2,0.867,41,1,mismatch,a,b,40,bread,4,4_41
3567,41,2,0.618,42,1,mismatch,a,b,40,bread,4,4_42
3568,42,2,0.839,43,1,mismatch,a,b,40,bread,4,4_43
3569,0,2,1.327,1,1,mismatch,b,a,36,chicken,4,4_1
3570,1,2,1.955,2,1,mismatch,b,a,36,chicken,4,4_2
3571,2,2,1.728,3,1,mismatch,b,a,36,chicken,4,4_3
3572,3,2,1.09,4,1,mismatch,b,a,36,chicken,4,4_4
3573,4,2,1.535,5,1,mismatch,b,a,36,chicken,4,4_5
3574,5,2,2.608,6,1,mismatch,b,a,36,chicken,4,4_6
3575,6,2,0.676,7,1,mismatch,b,a,36,chicken,4,4_7
3576,7,2,1.376,8,1,mismatch,b,a,36,chicken,4,4_8
3577,8,2,1.328,9,1,mismatch,b,a,36,chicken,4,4_9
3578,9,1, ,10,0,mismatch,b,a,36,chicken,4,4_10
3579,10,2,5.33,11,1,mismatch,b,a,36,chicken,4,4_11
3580,11,2,3.451,12,1,mismatch,b,a,36,chicken,4,4_12
3581,12,1, ,13,0,mismatch,b,a,36,chicken,4,4_13
3582,13,2,0.809,14,1,mismatch,b,a,36,chicken,4,4_14
3583,14,1, ,15,0,mismatch,b,a,36,chicken,4,4_15
3584,15,2,1.801,16,1,mismatch,b,a,36,chicken,4,4_16
3585,16,1, ,17,0,mismatch,b,a,36,chicken,4,4_17
3586,17,2,1.374,18,1,mismatch,b,a,36,chicken,4,4_18
3587,18,2,1.746,19,1,mismatch,b,a,36,chicken,4,4_19
3588,19,2,0.902,20,1,mismatch,b,a,36,chicken,4,4_20
3589,20,1, ,21,0,mismatch,b,a,36,chicken,4,4_21
3590,21,2,0.976,22,1,mismatch,b,a,36,chicken,4,4_22
3591,22,2,1.359,23,1,mismatch,b,a,36,chicken,4,4_23
3592,23,2,2.326,24,1,mismatch,b,a,36,chicken,4,4_24
3593,24,2,0.834,25,1,mismatch,b,a,36,chicken,4,4_25
3594,25,2,1.994,26,1,mismatch,b,a,36,chicken,4,4_26
3595,26,2,0.92,27,1,mismatch,b,a,36,chicken,4,4_27
3596,27,2,1.697,28,1,mismatch,b,a,36,chicken,4,4_28
3597,28,2,6.03,29,1,mismatch,b,a,36,chicken,4,4_29
3598,29,2,0.811,30,1,mismatch,b,a,36,chicken,4,4_30
3599,30,2,2.437,31,1,mismatch,b,a,36,chicken,4,4_31
3600,31,2,1.257,32,1,mismatch,b,a,36,chicken,4,4_32
3601,32,2,2.405,33,1,mismatch,b,a,36,chicken,4,4_33
3602,33,2,1.331,34,1,mismatch,b,a,36,chicken,4,4_34
3603,34,2,1.575,35,1,mismatch,b,a,36,chicken,4,4_35
3604,35,1, ,36,0,mismatch,b,a,36,chicken,4,4_36
3605,36,1, ,37,0,mismatch,b,a,36,chicken,4,4_37
3606,37,2,2.472,38,1,mismatch,b,a,36,chicken,4,4_38
3607,38,2,4.249,39,1,mismatch,b,a,36,chicken,4,4_39
3608,39,2,0.725,40,1,mismatch,b,a,36,chicken,4,4_40
3609,40,2,1.542,41,1,mismatch,b,a,36,chicken,4,4_41
3610,41,2,1.26,42,1,mismatch,b,a,36,chicken,4,4_42
3611,42,2,1.249,43,1,mismatch,b,a,36,chicken,4,4_43
3612,0,2,0.727,1,1,mismatch,a,b,54,cig,4,4_1
3613,1,2,0.577,2,1,mismatch,a,b,54,cig,4,4_2
3614,2,2,1.629,3,1,mismatch,a,b,54,cig,4,4_3
3615,3,2,0.892,4,1,mismatch,a,b,54,cig,4,4_4
3616,4,2,1.929,5,1,mismatch,a,b,54,cig,4,4_5
3617,5,2,0.575,6,1,mismatch,a,b,54,cig,4,4_6
3618,6,2,0.647,7,1,mismatch,a,b,54,cig,4,4_7
3619,7,2,0.821,8,1,mismatch,a,b,54,cig,4,4_8
3620,8,2,0.642,9,1,mismatch,a,b,54,cig,4,4_9
3621,9,2,0.91,10,1,mismatch,a,b,54,cig,4,4_10
3622,10,2,0.828,11,1,mismatch,a,b,54,cig,4,4_11
3623,11,2,1.34,12,1,mismatch,a,b,54,cig,4,4_12
3624,12,2,0.997,13,1,mismatch,a,b,54,cig,4,4_13
3625,13,2,0.805,14,1,mismatch,a,b,54,cig,4,4_14
3626,14,2,2.523,15,1,mismatch,a,b,54,cig,4,4_15
3627,15,2,1.156,16,1,mismatch,a,b,54,cig,4,4_16
3628,16,2,0.662,17,1,mismatch,a,b,54,cig,4,4_17
3629,17,2,1.659,18,1,mismatch,a,b,54,cig,4,4_18
3630,18,2,1.105,19,1,mismatch,a,b,54,cig,4,4_19
3631,19,2,0.771,20,1,mismatch,a,b,54,cig,4,4_20
3632,20,2,1.158,21,1,mismatch,a,b,54,cig,4,4_21
3633,21,2,0.83,22,1,mismatch,a,b,54,cig,4,4_22
3634,22,2,0.428,23,1,mismatch,a,b,54,cig,4,4_23
3635,23,2,1.805,24,1,mismatch,a,b,54,cig,4,4_24
3636,24,2,0.502,25,1,mismatch,a,b,54,cig,4,4_25
3637,25,2,0.912,26,1,mismatch,a,b,54,cig,4,4_26
3638,26,2,0.487,27,1,mismatch,a,b,54,cig,4,4_27
3639,27,2,1.073,28,1,mismatch,a,b,54,cig,4,4_28
3640,28,2,1.055,29,1,mismatch,a,b,54,cig,4,4_29
3641,29,2,0.727,30,1,mismatch,a,b,54,cig,4,4_30
3642,30,2,1.515,31,1,mismatch,a,b,54,cig,4,4_31
3643,31,2,0.625,32,1,mismatch,a,b,54,cig,4,4_32
3644,32,2,0.832,33,1,mismatch,a,b,54,cig,4,4_33
3645,33,2,0.88,34,1,mismatch,a,b,54,cig,4,4_34
3646,34,2,0.761,35,1,mismatch,a,b,54,cig,4,4_35
3647,35,2,0.591,36,1,mismatch,a,b,54,cig,4,4_36
3648,36,2,0.63,37,1,mismatch,a,b,54,cig,4,4_37
3649,37,2,1.405,38,1,mismatch,a,b,54,cig,4,4_38
3650,38,2,1.382,39,1,mismatch,a,b,54,cig,4,4_39
3651,39,2,0.547,40,1,mismatch,a,b,54,cig,4,4_40
3652,40,2,0.854,41,1,mismatch,a,b,54,cig,4,4_41
3653,41,2,0.609,42,1,mismatch,a,b,54,cig,4,4_42
3654,42,2,0.735,43,1,mismatch,a,b,54,cig,4,4_43
3655,0,2,0.93,1,1,mismatch,a,b,48,fish,4,4_1
3656,1,2,0.746,2,1,mismatch,a,b,48,fish,4,4_2
3657,2,2,1.221,3,1,mismatch,a,b,48,fish,4,4_3
3658,3,2,0.54,4,1,mismatch,a,b,48,fish,4,4_4
3659,4,2,1.043,5,1,mismatch,a,b,48,fish,4,4_5
3660,5,2,0.559,6,1,mismatch,a,b,48,fish,4,4_6
3661,6,2,0.986,7,1,mismatch,a,b,48,fish,4,4_7
3662,7,2,0.533,8,1,mismatch,a,b,48,fish,4,4_8
3663,8,2,0.638,9,1,mismatch,a,b,48,fish,4,4_9
3664,9,2,0.927,10,1,mismatch,a,b,48,fish,4,4_10
3665,10,2,0.538,11,1,mismatch,a,b,48,fish,4,4_11
3666,11,2,0.853,12,1,mismatch,a,b,48,fish,4,4_12
3667,12,2,0.957,13,1,mismatch,a,b,48,fish,4,4_13
3668,13,2,1.224,14,1,mismatch,a,b,48,fish,4,4_14
3669,14,2,2.923,15,1,mismatch,a,b,48,fish,4,4_15
3670,15,2,0.745,16,1,mismatch,a,b,48,fish,4,4_16
3671,16,2,1.156,17,1,mismatch,a,b,48,fish,4,4_17
3672,17,2,1.276,18,1,mismatch,a,b,48,fish,4,4_18
3673,18,2,1.15,19,1,mismatch,a,b,48,fish,4,4_19
3674,19,2,0.97,20,1,mismatch,a,b,48,fish,4,4_20
3675,20,2,1.408,21,1,mismatch,a,b,48,fish,4,4_21
3676,21,2,0.976,22,1,mismatch,a,b,48,fish,4,4_22
3677,22,2,0.824,23,1,mismatch,a,b,48,fish,4,4_23
3678,23,2,2.296,24,1,mismatch,a,b,48,fish,4,4_24
3679,24,2,0.457,25,1,mismatch,a,b,48,fish,4,4_25
3680,25,2,0.685,26,1,mismatch,a,b,48,fish,4,4_26
3681,26,2,0.438,27,1,mismatch,a,b,48,fish,4,4_27
3682,27,2,0.738,28,1,mismatch,a,b,48,fish,4,4_28
3683,28,2,0.68,29,1,mismatch,a,b,48,fish,4,4_29
3684,29,2,0.735,30,1,mismatch,a,b,48,fish,4,4_30
3685,30,2,0.936,31,1,mismatch,a,b,48,fish,4,4_31
3686,31,2,0.551,32,1,mismatch,a,b,48,fish,4,4_32
3687,32,2,1.084,33,1,mismatch,a,b,48,fish,4,4_33
3688,33,2,1.624,34,1,mismatch,a,b,48,fish,4,4_34
3689,34,2,0.628,35,1,mismatch,a,b,48,fish,4,4_35
3690,35,2,0.535,36,1,mismatch,a,b,48,fish,4,4_36
3691,36,2,1.341,37,1,mismatch,a,b,48,fish,4,4_37
3692,37,1, ,38,0,mismatch,a,b,48,fish,4,4_38
3693,38,2,0.938,39,1,mismatch,a,b,48,fish,4,4_39
3694,39,2,0.604,40,1,mismatch,a,b,48,fish,4,4_40
3695,40,2,0.725,41,1,mismatch,a,b,48,fish,4,4_41
3696,41,2,0.44,42,1,mismatch,a,b,48,fish,4,4_42
3697,42,2,0.959,43,1,mismatch,a,b,48,fish,4,4_43
3698,0,2,0.601,1,1,mismatch,a,b,37,hockey,4,4_1
3699,1,2,0.67,2,1,mismatch,a,b,37,hockey,4,4_2
3700,2,2,1.258,3,1,mismatch,a,b,37,hockey,4,4_3
3701,3,2,0.813,4,1,mismatch,a,b,37,hockey,4,4_4
3702,4,2,1.17,5,1,mismatch,a,b,37,hockey,4,4_5
3703,5,2,0.807,6,1,mismatch,a,b,37,hockey,4,4_6
3704,6,2,0.435,7,1,mismatch,a,b,37,hockey,4,4_7
3705,7,2,0.69,8,1,mismatch,a,b,37,hockey,4,4_8
3706,8,2,0.814,9,1,mismatch,a,b,37,hockey,4,4_9
3707,9,2,0.844,10,1,mismatch,a,b,37,hockey,4,4_10
3708,10,2,0.528,11,1,mismatch,a,b,37,hockey,4,4_11
3709,11,2,0.734,12,1,mismatch,a,b,37,hockey,4,4_12
3710,12,1, ,13,0,mismatch,a,b,37,hockey,4,4_13
3711,13,2,1.029,14,1,mismatch,a,b,37,hockey,4,4_14
3712,14,2,2.075,15,1,mismatch,a,b,37,hockey,4,4_15
3713,15,2,0.539,16,1,mismatch,a,b,37,hockey,4,4_16
3714,16,2,0.849,17,1,mismatch,a,b,37,hockey,4,4_17
3715,17,2,1.052,18,1,mismatch,a,b,37,hockey,4,4_18
3716,18,2,0.65,19,1,mismatch,a,b,37,hockey,4,4_19
3717,19,2,1.273,20,1,mismatch,a,b,37,hockey,4,4_20
3718,20,2,1.221,21,1,mismatch,a,b,37,hockey,4,4_21
3719,21,2,0.822,22,1,mismatch,a,b,37,hockey,4,4_22
3720,22,2,0.458,23,1,mismatch,a,b,37,hockey,4,4_23
3721,23,2,3.373,24,1,mismatch,a,b,37,hockey,4,4_24
3722,24,2,0.386,25,1,mismatch,a,b,37,hockey,4,4_25
3723,25,2,0.602,26,1,mismatch,a,b,37,hockey,4,4_26
3724,26,2,0.494,27,1,mismatch,a,b,37,hockey,4,4_27
3725,27,2,1.347,28,1,mismatch,a,b,37,hockey,4,4_28
3726,28,2,0.726,29,1,mismatch,a,b,37,hockey,4,4_29
3727,29,2,0.672,30,1,mismatch,a,b,37,hockey,4,4_30
3728,30,2,0.75,31,1,mismatch,a,b,37,hockey,4,4_31
3729,31,2,0.856,32,1,mismatch,a,b,37,hockey,4,4_32
3730,32,2,1.191,33,1,mismatch,a,b,37,hockey,4,4_33
3731,33,2,0.644,34,1,mismatch,a,b,37,hockey,4,4_34
3732,34,2,0.791,35,1,mismatch,a,b,37,hockey,4,4_35
3733,35,2,0.895,36,1,mismatch,a,b,37,hockey,4,4_36
3734,36,2,1.308,37,1,mismatch,a,b,37,hockey,4,4_37
3735,37,2,1.294,38,1,mismatch,a,b,37,hockey,4,4_38
3736,38,2,7.861,39,1,mismatch,a,b,37,hockey,4,4_39
3737,39,2,0.552,40,1,mismatch,a,b,37,hockey,4,4_40
3738,40,2,0.428,41,1,mismatch,a,b,37,hockey,4,4_41
3739,41,2,0.619,42,1,mismatch,a,b,37,hockey,4,4_42
3740,42,2,0.742,43,1,mismatch,a,b,37,hockey,4,4_43
3741,0,2,0.722,1,1,mismatch,b,a,56,eagle,4,4_1
3742,1,2,0.58,2,1,mismatch,b,a,56,eagle,4,4_2
3743,2,2,1.637,3,1,mismatch,b,a,56,eagle,4,4_3
3744,3,2,0.917,4,1,mismatch,b,a,56,eagle,4,4_4
3745,4,2,1.062,5,1,mismatch,b,a,56,eagle,4,4_5
3746,5,2,0.733,6,1,mismatch,b,a,56,eagle,4,4_6
3747,6,2,0.563,7,1,mismatch,b,a,56,eagle,4,4_7
3748,7,2,1.817,8,1,mismatch,b,a,56,eagle,4,4_8
3749,8,2,0.651,9,1,mismatch,b,a,56,eagle,4,4_9
3750,9,2,0.703,10,1,mismatch,b,a,56,eagle,4,4_10
3751,10,2,0.569,11,1,mismatch,b,a,56,eagle,4,4_11
3752,11,2,1.19,12,1,mismatch,b,a,56,eagle,4,4_12
3753,12,2,1.507,13,1,mismatch,b,a,56,eagle,4,4_13
3754,13,2,0.796,14,1,mismatch,b,a,56,eagle,4,4_14
3755,14,1, ,15,0,mismatch,b,a,56,eagle,4,4_15
3756,15,2,1.029,16,1,mismatch,b,a,56,eagle,4,4_16
3757,16,2,0.6,17,1,mismatch,b,a,56,eagle,4,4_17
3758,17,2,0.662,18,1,mismatch,b,a,56,eagle,4,4_18
3759,18,2,1.45,19,1,mismatch,b,a,56,eagle,4,4_19
3760,19,2,0.894,20,1,mismatch,b,a,56,eagle,4,4_20
3761,20,2,1.24,21,1,mismatch,b,a,56,eagle,4,4_21
3762,21,2,0.917,22,1,mismatch,b,a,56,eagle,4,4_22
3763,22,2,0.501,23,1,mismatch,b,a,56,eagle,4,4_23
3764,23,2,1.738,24,1,mismatch,b,a,56,eagle,4,4_24
3765,24,2,0.635,25,1,mismatch,b,a,56,eagle,4,4_25
3766,25,2,0.969,26,1,mismatch,b,a,56,eagle,4,4_26
3767,26,2,0.76,27,1,mismatch,b,a,56,eagle,4,4_27
3768,27,2,0.718,28,1,mismatch,b,a,56,eagle,4,4_28
3769,28,2,0.636,29,1,mismatch,b,a,56,eagle,4,4_29
3770,29,2,0.776,30,1,mismatch,b,a,56,eagle,4,4_30
3771,30,2,0.601,31,1,mismatch,b,a,56,eagle,4,4_31
3772,31,2,0.546,32,1,mismatch,b,a,56,eagle,4,4_32
3773,32,2,1.097,33,1,mismatch,b,a,56,eagle,4,4_33
3774,33,2,0.569,34,1,mismatch,b,a,56,eagle,4,4_34
3775,34,2,1.553,35,1,mismatch,b,a,56,eagle,4,4_35
3776,35,2,0.999,36,1,mismatch,b,a,56,eagle,4,4_36
3777,36,2,0.748,37,1,mismatch,b,a,56,eagle,4,4_37
3778,37,2,0.975,38,1,mismatch,b,a,56,eagle,4,4_38
3779,38,2,0.828,39,1,mismatch,b,a,56,eagle,4,4_39
3780,39,2,0.629,40,1,mismatch,b,a,56,eagle,4,4_40
3781,40,2,0.669,41,1,mismatch,b,a,56,eagle,4,4_41
3782,41,2,0.546,42,1,mismatch,b,a,56,eagle,4,4_42
3783,42,2,0.852,43,1,mismatch,b,a,56,eagle,4,4_43
3784,0,2,0.626,1,1,mismatch,a,b,41,egg,4,4_1
3785,1,2,0.522,2,1,mismatch,a,b,41,egg,4,4_2
3786,2,2,0.77,3,1,mismatch,a,b,41,egg,4,4_3
3787,3,2,0.854,4,1,mismatch,a,b,41,egg,4,4_4
3788,4,2,1.061,5,1,mismatch,a,b,41,egg,4,4_5
3789,5,2,0.724,6,1,mismatch,a,b,41,egg,4,4_6
3790,6,2,3.324,7,1,mismatch,a,b,41,egg,4,4_7
3791,7,2,0.64,8,1,mismatch,a,b,41,egg,4,4_8
3792,8,2,0.821,9,1,mismatch,a,b,41,egg,4,4_9
3793,9,2,0.77,10,1,mismatch,a,b,41,egg,4,4_10
3794,10,2,1.003,11,1,mismatch,a,b,41,egg,4,4_11
3795,11,2,1.131,12,1,mismatch,a,b,41,egg,4,4_12
3796,12,2,1.154,13,1,mismatch,a,b,41,egg,4,4_13
3797,13,2,1.287,14,1,mismatch,a,b,41,egg,4,4_14
3798,14,2,2.468,15,1,mismatch,a,b,41,egg,4,4_15
3799,15,2,1.135,16,1,mismatch,a,b,41,egg,4,4_16
3800,16,2,0.75,17,1,mismatch,a,b,41,egg,4,4_17
3801,17,2,0.76,18,1,mismatch,a,b,41,egg,4,4_18
3802,18,2,1.699,19,1,mismatch,a,b,41,egg,4,4_19
3803,19,2,0.773,20,1,mismatch,a,b,41,egg,4,4_20
3804,20,2,1.97,21,1,mismatch,a,b,41,egg,4,4_21
3805,21,2,0.869,22,1,mismatch,a,b,41,egg,4,4_22
3806,22,2,0.417,23,1,mismatch,a,b,41,egg,4,4_23
3807,23,2,2.94,24,1,mismatch,a,b,41,egg,4,4_24
3808,24,2,0.462,25,1,mismatch,a,b,41,egg,4,4_25
3809,25,2,1.379,26,1,mismatch,a,b,41,egg,4,4_26
3810,26,1, ,27,0,mismatch,a,b,41,egg,4,4_27
3811,27,2,0.927,28,1,mismatch,a,b,41,egg,4,4_28
3812,28,2,0.802,29,1,mismatch,a,b,41,egg,4,4_29
3813,29,2,0.68,30,1,mismatch,a,b,41,egg,4,4_30
3814,30,2,0.649,31,1,mismatch,a,b,41,egg,4,4_31
3815,31,2,0.884,32,1,mismatch,a,b,41,egg,4,4_32
3816,32,2,1.405,33,1,mismatch,a,b,41,egg,4,4_33
3817,33,2,0.557,34,1,mismatch,a,b,41,egg,4,4_34
3818,34,2,0.885,35,1,mismatch,a,b,41,egg,4,4_35
3819,35,2,0.499,36,1,mismatch,a,b,41,egg,4,4_36
3820,36,2,1.574,37,1,mismatch,a,b,41,egg,4,4_37
3821,37,2,1.323,38,1,mismatch,a,b,41,egg,4,4_38
3822,38,2,2.603,39,1,mismatch,a,b,41,egg,4,4_39
3823,39,2,1.005,40,1,mismatch,a,b,41,egg,4,4_40
3824,40,2,0.843,41,1,mismatch,a,b,41,egg,4,4_41
3825,41,2,0.494,42,1,mismatch,a,b,41,egg,4,4_42
3826,42,2,3.6,43,1,mismatch,a,b,41,egg,4,4_43
3827,0,2,0.798,1,1,mismatch,a,b,55,corn,4,4_1
3828,1,2,0.958,2,1,mismatch,a,b,55,corn,4,4_2
3829,2,2,1.341,3,1,mismatch,a,b,55,corn,4,4_3
3830,3,2,1.261,4,1,mismatch,a,b,55,corn,4,4_4
3831,4,2,1.154,5,1,mismatch,a,b,55,corn,4,4_5
3832,5,2,0.651,6,1,mismatch,a,b,55,corn,4,4_6
3833,6,2,0.947,7,1,mismatch,a,b,55,corn,4,4_7
3834,7,2,1.128,8,1,mismatch,a,b,55,corn,4,4_8
3835,8,2,0.832,9,1,mismatch,a,b,55,corn,4,4_9
3836,9,2,1.042,10,1,mismatch,a,b,55,corn,4,4_10
3837,10,2,0.625,11,1,mismatch,a,b,55,corn,4,4_11
3838,11,2,1.031,12,1,mismatch,a,b,55,corn,4,4_12
3839,12,2,1.192,13,1,mismatch,a,b,55,corn,4,4_13
3840,13,2,1.463,14,1,mismatch,a,b,55,corn,4,4_14
3841,14,1, ,15,0,mismatch,a,b,55,corn,4,4_15
3842,15,2,1.148,16,1,mismatch,a,b,55,corn,4,4_16
3843,16,2,0.758,17,1,mismatch,a,b,55,corn,4,4_17
3844,17,2,0.824,18,1,mismatch,a,b,55,corn,4,4_18
3845,18,2,1.101,19,1,mismatch,a,b,55,corn,4,4_19
3846,19,2,0.917,20,1,mismatch,a,b,55,corn,4,4_20
3847,20,2,1.091,21,1,mismatch,a,b,55,corn,4,4_21
3848,21,2,0.693,22,1,mismatch,a,b,55,corn,4,4_22
3849,22,2,0.522,23,1,mismatch,a,b,55,corn,4,4_23
3850,23,2,2.247,24,1,mismatch,a,b,55,corn,4,4_24
3851,24,2,0.605,25,1,mismatch,a,b,55,corn,4,4_25
3852,25,2,1.071,26,1,mismatch,a,b,55,corn,4,4_26
3853,26,2,0.619,27,1,mismatch,a,b,55,corn,4,4_27
3854,27,2,0.672,28,1,mismatch,a,b,55,corn,4,4_28
3855,28,2,0.887,29,1,mismatch,a,b,55,corn,4,4_29
3856,29,2,0.67,30,1,mismatch,a,b,55,corn,4,4_30
3857,30,2,1.396,31,1,mismatch,a,b,55,corn,4,4_31
3858,31,2,0.712,32,1,mismatch,a,b,55,corn,4,4_32
3859,32,2,1.127,33,1,mismatch,a,b,55,corn,4,4_33
3860,33,2,1.574,34,1,mismatch,a,b,55,corn,4,4_34
3861,34,2,0.666,35,1,mismatch,a,b,55,corn,4,4_35
3862,35,2,0.769,36,1,mismatch,a,b,55,corn,4,4_36
3863,36,2,0.909,37,1,mismatch,a,b,55,corn,4,4_37
3864,37,2,1.302,38,1,mismatch,a,b,55,corn,4,4_38
3865,38,2,1.026,39,1,mismatch,a,b,55,corn,4,4_39
3866,39,2,0.542,40,1,mismatch,a,b,55,corn,4,4_40
3867,40,2,0.532,41,1,mismatch,a,b,55,corn,4,4_41
3868,41,2,1.1,42,1,mismatch,a,b,55,corn,4,4_42
3869,42,2,0.775,43,1,mismatch,a,b,55,corn,4,4_43
3870,0,2,0.83,1,1,match,b,b,45,sailboat,4,4_1
3871,1,2,0.919,2,1,match,b,b,45,sailboat,4,4_2
3872,2,2,0.982,3,1,match,b,b,45,sailboat,4,4_3
3873,3,2,1.509,4,1,match,b,b,45,sailboat,4,4_4
3874,4,2,0.997,5,1,match,b,b,45,sailboat,4,4_5
3875,5,2,0.64,6,1,match,b,b,45,sailboat,4,4_6
3876,6,2,0.475,7,1,match,b,b,45,sailboat,4,4_7
3877,7,2,0.687,8,1,match,b,b,45,sailboat,4,4_8
3878,8,2,0.496,9,1,match,b,b,45,sailboat,4,4_9
3879,9,2,1.101,10,1,match,b,b,45,sailboat,4,4_10
3880,10,2,0.684,11,1,match,b,b,45,sailboat,4,4_11
3881,11,2,0.8,12,1,match,b,b,45,sailboat,4,4_12
3882,12,2,1.017,13,1,match,b,b,45,sailboat,4,4_13
3883,13,2,1.098,14,1,match,b,b,45,sailboat,4,4_14
3884,14,2,1.903,15,1,match,b,b,45,sailboat,4,4_15
3885,15,2,0.635,16,1,match,b,b,45,sailboat,4,4_16
3886,16,2,0.537,17,1,match,b,b,45,sailboat,4,4_17
3887,17,2,1.19,18,1,match,b,b,45,sailboat,4,4_18
3888,18,2,1.006,19,1,match,b,b,45,sailboat,4,4_19
3889,19,2,0.75,20,1,match,b,b,45,sailboat,4,4_20
3890,20,2,1.057,21,1,match,b,b,45,sailboat,4,4_21
3891,21,2,0.504,22,1,match,b,b,45,sailboat,4,4_22
3892,22,2,0.553,23,1,match,b,b,45,sailboat,4,4_23
3893,23,2,1.717,24,1,match,b,b,45,sailboat,4,4_24
3894,24,2,0.677,25,1,match,b,b,45,sailboat,4,4_25
3895,25,2,1.689,26,1,match,b,b,45,sailboat,4,4_26
3896,26,2,0.739,27,1,match,b,b,45,sailboat,4,4_27
3897,27,2,0.952,28,1,match,b,b,45,sailboat,4,4_28
3898,28,2,1.826,29,1,match,b,b,45,sailboat,4,4_29
3899,29,2,0.701,30,1,match,b,b,45,sailboat,4,4_30
3900,30,2,0.61,31,1,match,b,b,45,sailboat,4,4_31
3901,31,2,0.539,32,1,match,b,b,45,sailboat,4,4_32
3902,32,2,0.905,33,1,match,b,b,45,sailboat,4,4_33
3903,33,2,0.472,34,1,match,b,b,45,sailboat,4,4_34
