,index,response,rt,ppt_idx,match,condition_a,object,accuracy,list,ppt_id
1511,15,2,0.632,16,Match,sitting,hockey,1,2,2_16
1512,16,2,0.897,17,Match,sitting,hockey,1,2,2_17
1513,17,2,0.668,18,Match,sitting,hockey,1,2,2_18
1514,18,2,0.789,19,Match,sitting,hockey,1,2,2_19
1515,19,2,2.449,20,Match,sitting,hockey,1,2,2_20
1516,20,2,1.319,21,Match,sitting,hockey,1,2,2_21
1517,21,2,1.137,22,Match,sitting,hockey,1,2,2_22
1518,22,2,0.87,23,Match,sitting,hockey,1,2,2_23
1519,23,2,1.123,24,Match,sitting,hockey,1,2,2_24
1520,24,2,1.165,25,Match,sitting,hockey,1,2,2_25
1521,25,2,1.09,26,Match,sitting,hockey,1,2,2_26
1522,26,2,1.74,27,Match,sitting,hockey,1,2,2_27
1523,27,2,1.527,28,Match,sitting,hockey,1,2,2_28
1524,28,2,1.585,29,Match,sitting,hockey,1,2,2_29
1525,29,2,0.859,30,Match,sitting,hockey,1,2,2_30
1526,30,2,0.999,31,Match,sitting,hockey,1,2,2_31
1527,31,2,1.603,32,Match,sitting,hockey,1,2,2_32
1528,32,2,0.623,33,Match,sitting,hockey,1,2,2_33
1529,33,2,1.82,34,Match,sitting,hockey,1,2,2_34
1530,34,2,0.444,35,Match,sitting,hockey,1,2,2_35
1531,35,2,0.817,36,Match,sitting,hockey,1,2,2_36
1532,36,2,1.51,37,Match,sitting,hockey,1,2,2_37
1533,37,2,0.791,38,Match,sitting,hockey,1,2,2_38
1534,38,2,0.886,39,Match,sitting,hockey,1,2,2_39
1535,39,2,1.16,40,Match,sitting,hockey,1,2,2_40
1536,40,2,1.851,41,Match,sitting,hockey,1,2,2_41
1537,41,2,1.957,42,Match,sitting,hockey,1,2,2_42
1538,42,2,2.852,43,Match,sitting,hockey,1,2,2_43
1539,43,2,1.391,44,Match,sitting,hockey,1,2,2_44
1540,0,2,1.702,1,Match,sitting,eagle,1,2,2_1
1541,1,2,1.027,2,Match,sitting,eagle,1,2,2_2
1542,2,2,1.33,3,Match,sitting,eagle,1,2,2_3
1543,3,2,1.898,4,Match,sitting,eagle,1,2,2_4
1544,4,2,0.624,5,Match,sitting,eagle,1,2,2_5
1545,5,2,0.749,6,Match,sitting,eagle,1,2,2_6
1546,6,2,0.617,7,Match,sitting,eagle,1,2,2_7
1547,7,2,0.942,8,Match,sitting,eagle,1,2,2_8
1548,8,2,0.89,9,Match,sitting,eagle,1,2,2_9
1549,9,2,0.488,10,Match,sitting,eagle,1,2,2_10
1550,10,2,1.367,11,Match,sitting,eagle,1,2,2_11
1551,11,2,0.552,12,Match,sitting,eagle,1,2,2_12
1552,12,2,0.595,13,Match,sitting,eagle,1,2,2_13
1553,13,2,0.965,14,Match,sitting,eagle,1,2,2_14
1554,14,2,1.199,15,Match,sitting,eagle,1,2,2_15
1555,15,2,0.395,16,Match,sitting,eagle,1,2,2_16
1556,16,1, ,17,Match,sitting,eagle,0,2,2_17
1557,17,2,0.599,18,Match,sitting,eagle,1,2,2_18
1558,18,2,0.498,19,Match,sitting,eagle,1,2,2_19
1559,19,2,2.347,20,Match,sitting,eagle,1,2,2_20
1560,20,2,1.582,21,Match,sitting,eagle,1,2,2_21
1561,21,2,0.888,22,Match,sitting,eagle,1,2,2_22
1562,22,2,0.705,23,Match,sitting,eagle,1,2,2_23
1563,23,2,0.39,24,Match,sitting,eagle,1,2,2_24
1564,24,2,0.551,25,Match,sitting,eagle,1,2,2_25
1565,25,2,0.796,26,Match,sitting,eagle,1,2,2_26
1566,26,2,1.671,27,Match,sitting,eagle,1,2,2_27
1567,27,2,1.185,28,Match,sitting,eagle,1,2,2_28
1568,28,2,1.451,29,Match,sitting,eagle,1,2,2_29
1569,29,2,1.272,30,Match,sitting,eagle,1,2,2_30
1570,30,2,0.796,31,Match,sitting,eagle,1,2,2_31
1571,31,2,0.927,32,Match,sitting,eagle,1,2,2_32
1572,32,2,0.918,33,Match,sitting,eagle,1,2,2_33
1573,33,2,6.404,34,Match,sitting,eagle,1,2,2_34
1574,34,2,0.542,35,Match,sitting,eagle,1,2,2_35
1575,35,2,0.937,36,Match,sitting,eagle,1,2,2_36
1576,36,2,3.441,37,Match,sitting,eagle,1,2,2_37
1577,37,2,0.53,38,Match,sitting,eagle,1,2,2_38
1578,38,2,0.492,39,Match,sitting,eagle,1,2,2_39
1579,39,2,0.75,40,Match,sitting,eagle,1,2,2_40
1580,40,2,1.095,41,Match,sitting,eagle,1,2,2_41
1581,41,2,1.763,42,Match,sitting,eagle,1,2,2_42
1582,42,2,2.071,43,Match,sitting,eagle,1,2,2_43
1583,43,2,1.385,44,Match,sitting,eagle,1,2,2_44
1584,0,2,0.617,1,Match,inpan,egg,1,2,2_1
1585,1,2,1.506,2,Match,inpan,egg,1,2,2_2
1586,2,2,0.998,3,Match,inpan,egg,1,2,2_3
1587,3,2,2.342,4,Match,inpan,egg,1,2,2_4
1588,4,2,0.974,5,Match,inpan,egg,1,2,2_5
1589,5,2,0.71,6,Match,inpan,egg,1,2,2_6
1590,6,2,0.682,7,Match,inpan,egg,1,2,2_7
1591,7,2,0.791,8,Match,inpan,egg,1,2,2_8
1592,8,2,0.56,9,Match,inpan,egg,1,2,2_9
1593,9,2,0.534,10,Match,inpan,egg,1,2,2_10
1594,10,2,1.148,11,Match,inpan,egg,1,2,2_11
1595,11,2,1.499,12,Match,inpan,egg,1,2,2_12
1596,12,2,0.766,13,Match,inpan,egg,1,2,2_13
1597,13,2,1.042,14,Match,inpan,egg,1,2,2_14
1598,14,2,1.498,15,Match,inpan,egg,1,2,2_15
1599,15,2,0.559,16,Match,inpan,egg,1,2,2_16
1600,16,2,1.442,17,Match,inpan,egg,1,2,2_17
1601,17,2,0.844,18,Match,inpan,egg,1,2,2_18
1602,18,2,0.889,19,Match,inpan,egg,1,2,2_19
1603,19,2,1.944,20,Match,inpan,egg,1,2,2_20
1604,20,2,1.453,21,Match,inpan,egg,1,2,2_21
1605,21,2,1.617,22,Match,inpan,egg,1,2,2_22
1606,22,2,1.677,23,Match,inpan,egg,1,2,2_23
1607,23,2,0.953,24,Match,inpan,egg,1,2,2_24
1608,24,2,2.04,25,Match,inpan,egg,1,2,2_25
1609,25,2,1.163,26,Match,inpan,egg,1,2,2_26
1610,26,2,2.369,27,Match,inpan,egg,1,2,2_27
1611,27,2,1.042,28,Match,inpan,egg,1,2,2_28
1612,28,2,1.94,29,Match,inpan,egg,1,2,2_29
1613,29,2,0.928,30,Match,inpan,egg,1,2,2_30
1614,30,2,0.639,31,Match,inpan,egg,1,2,2_31
1615,31,2,0.899,32,Match,inpan,egg,1,2,2_32
1616,32,2,2.065,33,Match,inpan,egg,1,2,2_33
1617,33,2,1.843,34,Match,inpan,egg,1,2,2_34
1618,34,2,0.792,35,Match,inpan,egg,1,2,2_35
1619,35,2,0.982,36,Match,inpan,egg,1,2,2_36
1620,36,2,1.501,37,Match,inpan,egg,1,2,2_37
1621,37,2,0.589,38,Match,inpan,egg,1,2,2_38
1622,38,2,0.926,39,Match,inpan,egg,1,2,2_39
1623,39,2,0.759,40,Match,inpan,egg,1,2,2_40
1624,40,2,2.04,41,Match,inpan,egg,1,2,2_41
1625,41,2,0.992,42,Match,inpan,egg,1,2,2_42
1626,42,2,1.463,43,Match,inpan,egg,1,2,2_43
1627,43,2,2.341,44,Match,inpan,egg,1,2,2_44
1628,0,2,1.114,1,Match,nohusk,corn,1,2,2_1
1629,1,2,1.069,2,Match,nohusk,corn,1,2,2_2
1630,2,2,0.681,3,Match,nohusk,corn,1,2,2_3
1631,3,2,2.08,4,Match,nohusk,corn,1,2,2_4
1632,4,2,0.766,5,Match,nohusk,corn,1,2,2_5
1633,5,2,1.065,6,Match,nohusk,corn,1,2,2_6
1634,6,2,0.725,7,Match,nohusk,corn,1,2,2_7
1635,7,2,0.72,8,Match,nohusk,corn,1,2,2_8
1636,8,2,0.928,9,Match,nohusk,corn,1,2,2_9
1637,9,2,0.538,10,Match,nohusk,corn,1,2,2_10
1638,10,2,1.096,11,Match,nohusk,corn,1,2,2_11
1639,11,2,0.538,12,Match,nohusk,corn,1,2,2_12
1640,12,2,0.593,13,Match,nohusk,corn,1,2,2_13
1641,13,2,0.603,14,Match,nohusk,corn,1,2,2_14
1642,14,2,0.895,15,Match,nohusk,corn,1,2,2_15
1643,15,2,1.016,16,Match,nohusk,corn,1,2,2_16
1644,16,2,0.875,17,Match,nohusk,corn,1,2,2_17
1645,17,2,0.789,18,Match,nohusk,corn,1,2,2_18
1646,18,2,0.905,19,Match,nohusk,corn,1,2,2_19
1647,19,2,1.864,20,Match,nohusk,corn,1,2,2_20
1648,20,2,1.052,21,Match,nohusk,corn,1,2,2_21
1649,21,2,0.727,22,Match,nohusk,corn,1,2,2_22
1650,22,2,0.573,23,Match,nohusk,corn,1,2,2_23
1651,23,2,0.436,24,Match,nohusk,corn,1,2,2_24
1652,24,2,0.882,25,Match,nohusk,corn,1,2,2_25
1653,25,2,1.86,26,Match,nohusk,corn,1,2,2_26
1654,26,2,1.088,27,Match,nohusk,corn,1,2,2_27
1655,27,2,1.405,28,Match,nohusk,corn,1,2,2_28
1656,28,2,1.191,29,Match,nohusk,corn,1,2,2_29
1657,29,2,3.054,30,Match,nohusk,corn,1,2,2_30
1658,30,2,0.64,31,Match,nohusk,corn,1,2,2_31
1659,31,2,0.995,32,Match,nohusk,corn,1,2,2_32
1660,32,2,0.798,33,Match,nohusk,corn,1,2,2_33
1661,33,2,1.476,34,Match,nohusk,corn,1,2,2_34
1662,34,2,0.679,35,Match,nohusk,corn,1,2,2_35
1663,35,2,0.777,36,Match,nohusk,corn,1,2,2_36
1664,36,2,1.065,37,Match,nohusk,corn,1,2,2_37
1665,37,2,0.444,38,Match,nohusk,corn,1,2,2_38
1666,38,2,0.729,39,Match,nohusk,corn,1,2,2_39
1667,39,2,0.621,40,Match,nohusk,corn,1,2,2_40
1668,40,2,0.894,41,Match,nohusk,corn,1,2,2_41
1669,41,2,1.662,42,Match,nohusk,corn,1,2,2_42
1670,42,2,0.597,43,Match,nohusk,corn,1,2,2_43
1671,43,2,1.251,44,Match,nohusk,corn,1,2,2_44
1672,0,2,1.396,1,Mismatch,nosails,sailboat,1,2,2_1
1673,1,2,1.759,2,Mismatch,nosails,sailboat,1,2,2_2
1674,2,2,1.146,3,Mismatch,nosails,sailboat,1,2,2_3
1675,3,2,1.769,4,Mismatch,nosails,sailboat,1,2,2_4
1676,4,2,2.153,5,Mismatch,nosails,sailboat,1,2,2_5
1677,5,2,0.541,6,Mismatch,nosails,sailboat,1,2,2_6
1678,6,2,1.549,7,Mismatch,nosails,sailboat,1,2,2_7
1679,7,1, ,8,Mismatch,nosails,sailboat,0,2,2_8
1680,8,2,0.771,9,Mismatch,nosails,sailboat,1,2,2_9
1681,9,2,0.537,10,Mismatch,nosails,sailboat,1,2,2_10
1682,10,2,4.537,11,Mismatch,nosails,sailboat,1,2,2_11
1683,11,2,0.579,12,Mismatch,nosails,sailboat,1,2,2_12
1684,12,2,1.49,13,Mismatch,nosails,sailboat,1,2,2_13
1685,13,2,1.684,14,Mismatch,nosails,sailboat,1,2,2_14
1686,14,2,1.216,15,Mismatch,nosails,sailboat,1,2,2_15
1687,15,2,0.615,16,Mismatch,nosails,sailboat,1,2,2_16
1688,16,2,1.81,17,Mismatch,nosails,sailboat,1,2,2_17
1689,17,2,0.819,18,Mismatch,nosails,sailboat,1,2,2_18
1690,18,2,0.576,19,Mismatch,nosails,sailboat,1,2,2_19
1691,19,2,3.048,20,Mismatch,nosails,sailboat,1,2,2_20
1692,20,1, ,21,Mismatch,nosails,sailboat,0,2,2_21
1693,21,2,1.033,22,Mismatch,nosails,sailboat,1,2,2_22
1694,22,2,1.119,23,Mismatch,nosails,sailboat,1,2,2_23
1695,23,2,2.536,24,Mismatch,nosails,sailboat,1,2,2_24
1696,24,2,1.544,25,Mismatch,nosails,sailboat,1,2,2_25
1697,25,2,1.224,26,Mismatch,nosails,sailboat,1,2,2_26
1698,26,1, ,27,Mismatch,nosails,sailboat,0,2,2_27
1699,27,2,1.544,28,Mismatch,nosails,sailboat,1,2,2_28
1700,28,2,2.403,29,Mismatch,nosails,sailboat,1,2,2_29
1701,29,2,1.252,30,Mismatch,nosails,sailboat,1,2,2_30
1702,30,2,0.795,31,Mismatch,nosails,sailboat,1,2,2_31
1703,31,2,1.163,32,Mismatch,nosails,sailboat,1,2,2_32
1704,32,2,2.015,33,Mismatch,nosails,sailboat,1,2,2_33
1705,33,2,1.071,34,Mismatch,nosails,sailboat,1,2,2_34
1706,34,2,0.916,35,Mismatch,nosails,sailboat,1,2,2_35
1707,35,2,2.432,36,Mismatch,nosails,sailboat,1,2,2_36
1708,36,2,1.697,37,Mismatch,nosails,sailboat,1,2,2_37
1709,37,1, ,38,Mismatch,nosails,sailboat,0,2,2_38
1710,38,2,2.906,39,Mismatch,nosails,sailboat,1,2,2_39
1711,39,2,1.582,40,Mismatch,nosails,sailboat,1,2,2_40
1712,40,2,2.325,41,Mismatch,nosails,sailboat,1,2,2_41
1713,41,2,1.441,42,Mismatch,nosails,sailboat,1,2,2_42
1714,42,2,1.855,43,Mismatch,nosails,sailboat,1,2,2_43
1715,43,2,0.96,44,Mismatch,nosails,sailboat,1,2,2_44
1716,0,2,1.855,1,Mismatch,hanging,shirt,1,2,2_1
1717,1,2,0.745,2,Mismatch,hanging,shirt,1,2,2_2
1718,2,2,1.092,3,Mismatch,hanging,shirt,1,2,2_3
1719,3,2,1.67,4,Mismatch,hanging,shirt,1,2,2_4
1720,4,2,0.495,5,Mismatch,hanging,shirt,1,2,2_5
1721,5,2,0.669,6,Mismatch,hanging,shirt,1,2,2_6
1722,6,2,1.734,7,Mismatch,hanging,shirt,1,2,2_7
1723,7,2,1.542,8,Mismatch,hanging,shirt,1,2,2_8
1724,8,2,0.641,9,Mismatch,hanging,shirt,1,2,2_9
1725,9,2,0.628,10,Mismatch,hanging,shirt,1,2,2_10
1726,10,2,1.061,11,Mismatch,hanging,shirt,1,2,2_11
1727,11,2,1.291,12,Mismatch,hanging,shirt,1,2,2_12
1728,12,2,0.593,13,Mismatch,hanging,shirt,1,2,2_13
1729,13,2,0.983,14,Mismatch,hanging,shirt,1,2,2_14
1730,14,2,1.085,15,Mismatch,hanging,shirt,1,2,2_15
1731,15,2,0.772,16,Mismatch,hanging,shirt,1,2,2_16
1732,16,2,2.116,17,Mismatch,hanging,shirt,1,2,2_17
1733,17,2,0.743,18,Mismatch,hanging,shirt,1,2,2_18
1734,18,2,0.908,19,Mismatch,hanging,shirt,1,2,2_19
1735,19,2,2.255,20,Mismatch,hanging,shirt,1,2,2_20
1736,20,2,1.845,21,Mismatch,hanging,shirt,1,2,2_21
1737,21,2,0.941,22,Mismatch,hanging,shirt,1,2,2_22
1738,22,2,0.694,23,Mismatch,hanging,shirt,1,2,2_23
1739,23,2,0.593,24,Mismatch,hanging,shirt,1,2,2_24
1740,24,2,0.708,25,Mismatch,hanging,shirt,1,2,2_25
1741,25,2,1.009,26,Mismatch,hanging,shirt,1,2,2_26
1742,26,2,1.85,27,Mismatch,hanging,shirt,1,2,2_27
1743,27,2,0.863,28,Mismatch,hanging,shirt,1,2,2_28
1744,28,2,1.771,29,Mismatch,hanging,shirt,1,2,2_29
1745,29,1, ,30,Mismatch,hanging,shirt,0,2,2_30
1746,30,2,0.546,31,Mismatch,hanging,shirt,1,2,2_31
1747,31,2,0.865,32,Mismatch,hanging,shirt,1,2,2_32
1748,32,2,0.592,33,Mismatch,hanging,shirt,1,2,2_33
1749,33,1, ,34,Mismatch,hanging,shirt,0,2,2_34
1750,34,2,0.78,35,Mismatch,hanging,shirt,1,2,2_35
1751,35,2,1.456,36,Mismatch,hanging,shirt,1,2,2_36
1752,36,2,1.651,37,Mismatch,hanging,shirt,1,2,2_37
1753,37,2,0.519,38,Mismatch,hanging,shirt,1,2,2_38
1754,38,2,0.686,39,Mismatch,hanging,shirt,1,2,2_39
1755,39,2,0.655,40,Mismatch,hanging,shirt,1,2,2_40
1756,40,2,1.301,41,Mismatch,hanging,shirt,1,2,2_41
1757,41,2,1.004,42,Mismatch,hanging,shirt,1,2,2_42
1758,42,2,1.497,43,Mismatch,hanging,shirt,1,2,2_43
1759,43,2,1.999,44,Mismatch,hanging,shirt,1,2,2_44
1760,0,1, ,1,Mismatch,box,tissue,0,2,2_1
1761,1,2,1.864,2,Mismatch,box,tissue,1,2,2_2
1762,2,2,1.838,3,Mismatch,box,tissue,1,2,2_3
1763,3,2,2.61,4,Mismatch,box,tissue,1,2,2_4
1764,4,2,1.64,5,Mismatch,box,tissue,1,2,2_5
1765,5,2,0.864,6,Mismatch,box,tissue,1,2,2_6
1766,6,2,1.078,7,Mismatch,box,tissue,1,2,2_7
1767,7,2,1.669,8,Mismatch,box,tissue,1,2,2_8
1768,8,2,0.766,9,Mismatch,box,tissue,1,2,2_9
1769,9,2,1.384,10,Mismatch,box,tissue,1,2,2_10
1770,10,2,1.643,11,Mismatch,box,tissue,1,2,2_11
1771,11,2,1.029,12,Mismatch,box,tissue,1,2,2_12
1772,12,2,0.902,13,Mismatch,box,tissue,1,2,2_13
1773,13,2,3.206,14,Mismatch,box,tissue,1,2,2_14
1774,14,2,1.078,15,Mismatch,box,tissue,1,2,2_15
1775,15,2,0.772,16,Mismatch,box,tissue,1,2,2_16
1776,16,2,1.146,17,Mismatch,box,tissue,1,2,2_17
1777,17,2,0.887,18,Mismatch,box,tissue,1,2,2_18
1778,18,2,1.534,19,Mismatch,box,tissue,1,2,2_19
1779,19,2,3.925,20,Mismatch,box,tissue,1,2,2_20
1780,20,2,2.119,21,Mismatch,box,tissue,1,2,2_21
1781,21,1, ,22,Mismatch,box,tissue,0,2,2_22
1782,22,2,0.802,23,Mismatch,box,tissue,1,2,2_23
1783,23,2,0.783,24,Mismatch,box,tissue,1,2,2_24
1784,24,2,1.651,25,Mismatch,box,tissue,1,2,2_25
1785,25,2,1.474,26,Mismatch,box,tissue,1,2,2_26
1786,26,2,1.785,27,Mismatch,box,tissue,1,2,2_27
1787,27,2,1.797,28,Mismatch,box,tissue,1,2,2_28
1788,28,2,2.943,29,Mismatch,box,tissue,1,2,2_29
1789,29,2,1.558,30,Mismatch,box,tissue,1,2,2_30
1790,30,2,1.404,31,Mismatch,box,tissue,1,2,2_31
1791,31,2,0.656,32,Mismatch,box,tissue,1,2,2_32
1792,32,2,1.076,33,Mismatch,box,tissue,1,2,2_33
1793,33,2,1.921,34,Mismatch,box,tissue,1,2,2_34
1794,34,2,1.201,35,Mismatch,box,tissue,1,2,2_35
1795,35,2,2.22,36,Mismatch,box,tissue,1,2,2_36
1796,36,2,1.482,37,Mismatch,box,tissue,1,2,2_37
1797,37,2,1.084,38,Mismatch,box,tissue,1,2,2_38
1798,38,2,0.963,39,Mismatch,box,tissue,1,2,2_39
1799,39,2,1.858,40,Mismatch,box,tissue,1,2,2_40
1800,40,2,1.512,41,Mismatch,box,tissue,1,2,2_41
1801,41,2,3.378,42,Mismatch,box,tissue,1,2,2_42
1802,42,2,2.745,43,Mismatch,box,tissue,1,2,2_43
1803,43,2,3.442,44,Mismatch,box,tissue,1,2,2_44
1804,0,2,1.682,1,Mismatch,slice,tomato,1,2,2_1
1805,1,2,1.366,2,Mismatch,slice,tomato,1,2,2_2
1806,2,2,0.828,3,Mismatch,slice,tomato,1,2,2_3
1807,3,2,2.009,4,Mismatch,slice,tomato,1,2,2_4
1808,4,2,0.795,5,Mismatch,slice,tomato,1,2,2_5
1809,5,2,0.893,6,Mismatch,slice,tomato,1,2,2_6
1810,6,2,0.786,7,Mismatch,slice,tomato,1,2,2_7
1811,7,2,0.793,8,Mismatch,slice,tomato,1,2,2_8
1812,8,2,1.257,9,Mismatch,slice,tomato,1,2,2_9
1813,9,2,0.576,10,Mismatch,slice,tomato,1,2,2_10
1814,10,2,1.203,11,Mismatch,slice,tomato,1,2,2_11
1815,11,2,0.656,12,Mismatch,slice,tomato,1,2,2_12
1816,12,2,0.928,13,Mismatch,slice,tomato,1,2,2_13
1817,13,2,1.379,14,Mismatch,slice,tomato,1,2,2_14
1818,14,2,1.094,15,Mismatch,slice,tomato,1,2,2_15
1819,15,2,0.568,16,Mismatch,slice,tomato,1,2,2_16
1820,16,2,0.906,17,Mismatch,slice,tomato,1,2,2_17
1821,17,2,0.86,18,Mismatch,slice,tomato,1,2,2_18
1822,18,2,1.065,19,Mismatch,slice,tomato,1,2,2_19
1823,19,2,1.915,20,Mismatch,slice,tomato,1,2,2_20
1824,20,2,1.562,21,Mismatch,slice,tomato,1,2,2_21
1825,21,2,0.776,22,Mismatch,slice,tomato,1,2,2_22
1826,22,2,0.45,23,Mismatch,slice,tomato,1,2,2_23
1827,23,2,0.546,24,Mismatch,slice,tomato,1,2,2_24
1828,24,2,1.724,25,Mismatch,slice,tomato,1,2,2_25
1829,25,2,0.645,26,Mismatch,slice,tomato,1,2,2_26
1830,26,2,1.65,27,Mismatch,slice,tomato,1,2,2_27
1831,27,2,1.812,28,Mismatch,slice,tomato,1,2,2_28
1832,28,2,1.537,29,Mismatch,slice,tomato,1,2,2_29
1833,29,2,2.237,30,Mismatch,slice,tomato,1,2,2_30
1834,30,2,1.17,31,Mismatch,slice,tomato,1,2,2_31
1835,31,2,0.803,32,Mismatch,slice,tomato,1,2,2_32
1836,32,2,0.695,33,Mismatch,slice,tomato,1,2,2_33
1837,33,2,1.757,34,Mismatch,slice,tomato,1,2,2_34
1838,34,2,0.603,35,Mismatch,slice,tomato,1,2,2_35
1839,35,2,1.109,36,Mismatch,slice,tomato,1,2,2_36
1840,36,2,2.186,37,Mismatch,slice,tomato,1,2,2_37
1841,37,2,0.701,38,Mismatch,slice,tomato,1,2,2_38
1842,38,2,0.72,39,Mismatch,slice,tomato,1,2,2_39
1843,39,2,0.682,40,Mismatch,slice,tomato,1,2,2_40
1844,40,2,1.288,41,Mismatch,slice,tomato,1,2,2_41
1845,41,2,0.698,42,Mismatch,slice,tomato,1,2,2_42
1846,42,2,1.683,43,Mismatch,slice,tomato,1,2,2_43
1847,43,2,2.67,44,Mismatch,slice,tomato,1,2,2_44
1848,0,2,1.147,1,Mismatch,hanging,towel,1,2,2_1
1849,1,2,1.118,2,Mismatch,hanging,towel,1,2,2_2
1850,2,2,1.452,3,Mismatch,hanging,towel,1,2,2_3
1851,3,2,1.662,4,Mismatch,hanging,towel,1,2,2_4
1852,4,2,1.354,5,Mismatch,hanging,towel,1,2,2_5
1853,5,2,1.401,6,Mismatch,hanging,towel,1,2,2_6
1854,6,2,1.177,7,Mismatch,hanging,towel,1,2,2_7
1855,7,2,1.267,8,Mismatch,hanging,towel,1,2,2_8
1856,8,2,0.584,9,Mismatch,hanging,towel,1,2,2_9
1857,9,2,0.496,10,Mismatch,hanging,towel,1,2,2_10
1858,10,2,4.439,11,Mismatch,hanging,towel,1,2,2_11
1859,11,2,0.722,12,Mismatch,hanging,towel,1,2,2_12
1860,12,2,0.645,13,Mismatch,hanging,towel,1,2,2_13
1861,13,2,0.766,14,Mismatch,hanging,towel,1,2,2_14
1862,14,2,1.048,15,Mismatch,hanging,towel,1,2,2_15
1863,15,2,0.499,16,Mismatch,hanging,towel,1,2,2_16
1864,16,2,1.301,17,Mismatch,hanging,towel,1,2,2_17
1865,17,2,1.409,18,Mismatch,hanging,towel,1,2,2_18
1866,18,2,1.965,19,Mismatch,hanging,towel,1,2,2_19
1867,19,2,1.666,20,Mismatch,hanging,towel,1,2,2_20
1868,20,2,0.846,21,Mismatch,hanging,towel,1,2,2_21
1869,21,2,0.77,22,Mismatch,hanging,towel,1,2,2_22
1870,22,2,0.889,23,Mismatch,hanging,towel,1,2,2_23
1871,23,2,0.451,24,Mismatch,hanging,towel,1,2,2_24
1872,24,2,1.122,25,Mismatch,hanging,towel,1,2,2_25
1873,25,2,1.132,26,Mismatch,hanging,towel,1,2,2_26
1874,26,2,1.745,27,Mismatch,hanging,towel,1,2,2_27
1875,27,2,1.316,28,Mismatch,hanging,towel,1,2,2_28
1876,28,2,1.869,29,Mismatch,hanging,towel,1,2,2_29
1877,29,2,0.676,30,Mismatch,hanging,towel,1,2,2_30
1878,30,2,0.748,31,Mismatch,hanging,towel,1,2,2_31
1879,31,2,2.049,32,Mismatch,hanging,towel,1,2,2_32
1880,32,2,0.551,33,Mismatch,hanging,towel,1,2,2_33
1881,33,2,1.316,34,Mismatch,hanging,towel,1,2,2_34
1882,34,2,0.501,35,Mismatch,hanging,towel,1,2,2_35
1883,35,2,1.339,36,Mismatch,hanging,towel,1,2,2_36
1884,36,2,1.407,37,Mismatch,hanging,towel,1,2,2_37
1885,37,2,0.76,38,Mismatch,hanging,towel,1,2,2_38
1886,38,2,1.002,39,Mismatch,hanging,towel,1,2,2_39
1887,39,2,0.718,40,Mismatch,hanging,towel,1,2,2_40
1888,40,2,0.946,41,Mismatch,hanging,towel,1,2,2_41
1889,41,2,0.9,42,Mismatch,hanging,towel,1,2,2_42
1890,42,2,3.494,43,Mismatch,hanging,towel,1,2,2_43
1891,43,2,1.192,44,Mismatch,hanging,towel,1,2,2_44
1892,0,2,0.711,1,Mismatch,slice,watermelon,1,2,2_1
1893,1,2,1.364,2,Mismatch,slice,watermelon,1,2,2_2
1894,2,2,0.856,3,Mismatch,slice,watermelon,1,2,2_3
1895,3,2,2.715,4,Mismatch,slice,watermelon,1,2,2_4
1896,4,2,0.574,5,Mismatch,slice,watermelon,1,2,2_5
1897,5,2,1.003,6,Mismatch,slice,watermelon,1,2,2_6
1898,6,2,1.266,7,Mismatch,slice,watermelon,1,2,2_7
1899,7,2,1.466,8,Mismatch,slice,watermelon,1,2,2_8
1900,8,2,0.813,9,Mismatch,slice,watermelon,1,2,2_9
1901,9,2,0.6,10,Mismatch,slice,watermelon,1,2,2_10
1902,10,2,1.464,11,Mismatch,slice,watermelon,1,2,2_11
1903,11,2,0.689,12,Mismatch,slice,watermelon,1,2,2_12
1904,12,2,0.671,13,Mismatch,slice,watermelon,1,2,2_13
1905,13,2,0.874,14,Mismatch,slice,watermelon,1,2,2_14
1906,14,2,0.893,15,Mismatch,slice,watermelon,1,2,2_15
1907,15,2,0.669,16,Mismatch,slice,watermelon,1,2,2_16
1908,16,2,1.999,17,Mismatch,slice,watermelon,1,2,2_17
1909,17,2,0.546,18,Mismatch,slice,watermelon,1,2,2_18
1910,18,2,1.455,19,Mismatch,slice,watermelon,1,2,2_19
1911,19,1, ,20,Mismatch,slice,watermelon,0,2,2_20
1912,20,2,1.982,21,Mismatch,slice,watermelon,1,2,2_21
1913,21,2,1.081,22,Mismatch,slice,watermelon,1,2,2_22
1914,22,2,0.552,23,Mismatch,slice,watermelon,1,2,2_23
1915,23,2,0.515,24,Mismatch,slice,watermelon,1,2,2_24
1916,24,2,1.091,25,Mismatch,slice,watermelon,1,2,2_25
1917,25,2,0.981,26,Mismatch,slice,watermelon,1,2,2_26
1918,26,2,1.84,27,Mismatch,slice,watermelon,1,2,2_27
1919,27,2,2.142,28,Mismatch,slice,watermelon,1,2,2_28
1920,28,2,3.922,29,Mismatch,slice,watermelon,1,2,2_29
1921,29,2,0.427,30,Mismatch,slice,watermelon,1,2,2_30
1922,30,2,0.796,31,Mismatch,slice,watermelon,1,2,2_31
1923,31,2,0.947,32,Mismatch,slice,watermelon,1,2,2_32
1924,32,2,0.583,33,Mismatch,slice,watermelon,1,2,2_33
1925,33,2,1.678,34,Mismatch,slice,watermelon,1,2,2_34
1926,34,2,0.565,35,Mismatch,slice,watermelon,1,2,2_35
1927,35,2,1.26,36,Mismatch,slice,watermelon,1,2,2_36
1928,36,2,1.701,37,Mismatch,slice,watermelon,1,2,2_37
