,sentence,match,probability,model,dataset
33,a,match,0.21027110106894376,ViT-L-14-336,pecher2006
34,a,match,0.15881887888632984,ViT-L-14-336,pecher2006
35,a,match,0.22380061956518982,ViT-L-14-336,pecher2006
36,a,match,0.2181551323891988,ViT-L-14-336,pecher2006
37,a,match,0.2382595624755739,ViT-L-14-336,pecher2006
38,a,match,0.17957776367627787,ViT-L-14-336,pecher2006
39,a,match,0.15702984788243501,ViT-L-14-336,pecher2006
40,a,match,0.22068215261470336,ViT-L-14-336,pecher2006
41,a,match,0.23227238844653741,ViT-L-14-336,pecher2006
42,a,match,0.21428739502339167,ViT-L-14-336,pecher2006
43,a,match,0.2203969666023754,ViT-L-14-336,pecher2006
44,a,match,0.17279130527483555,ViT-L-14-336,pecher2006
45,a,match,0.2373570237457716,ViT-L-14-336,pecher2006
46,a,match,0.1665205163452036,ViT-L-14-336,pecher2006
47,a,match,0.19672781411476647,ViT-L-14-336,pecher2006
48,a,match,0.2512443476843852,ViT-L-14-336,pecher2006
49,a,match,0.2357772821188716,ViT-L-14-336,pecher2006
50,a,match,0.14931504997159206,ViT-L-14-336,pecher2006
51,a,match,0.21936258295140865,ViT-L-14-336,pecher2006
52,a,match,0.19265361955065052,ViT-L-14-336,pecher2006
53,a,match,0.16471013315610783,ViT-L-14-336,pecher2006
54,a,match,0.23676345163474477,ViT-L-14-336,pecher2006
55,a,match,0.22070470723099345,ViT-L-14-336,pecher2006
56,a,match,0.23467396303975374,ViT-L-14-336,pecher2006
57,a,match,0.20622570986118016,ViT-L-14-336,pecher2006
58,a,match,0.1777143760014417,ViT-L-14-336,pecher2006
59,a,match,0.19009616126323847,ViT-L-14-336,pecher2006
60,a,mismatch,0.182586660412839,ViT-L-14-336,pecher2006
61,a,mismatch,0.20163858302284687,ViT-L-14-336,pecher2006
62,a,mismatch,0.21119110754406,ViT-L-14-336,pecher2006
63,a,mismatch,0.22262130426584614,ViT-L-14-336,pecher2006
64,a,mismatch,0.24218056268342658,ViT-L-14-336,pecher2006
65,a,mismatch,0.20784169893149607,ViT-L-14-336,pecher2006
66,a,mismatch,0.22906049463777378,ViT-L-14-336,pecher2006
67,a,mismatch,0.12443318736938447,ViT-L-14-336,pecher2006
68,a,mismatch,0.2042386231278529,ViT-L-14-336,pecher2006
69,a,mismatch,0.2145794229241862,ViT-L-14-336,pecher2006
70,a,mismatch,0.2014885704701489,ViT-L-14-336,pecher2006
71,a,mismatch,0.1532427085128043,ViT-L-14-336,pecher2006
72,a,mismatch,0.19468590322693557,ViT-L-14-336,pecher2006
73,a,mismatch,0.22574762919763125,ViT-L-14-336,pecher2006
74,a,mismatch,0.17168264390597265,ViT-L-14-336,pecher2006
75,a,mismatch,0.25279320301010966,ViT-L-14-336,pecher2006
76,a,mismatch,0.1872054365973077,ViT-L-14-336,pecher2006
77,a,mismatch,0.20388511525717334,ViT-L-14-336,pecher2006
78,a,mismatch,0.214842880004684,ViT-L-14-336,pecher2006
79,a,mismatch,0.22002529323119147,ViT-L-14-336,pecher2006
80,a,mismatch,0.11614312055486553,ViT-L-14-336,pecher2006
81,a,mismatch,0.19221704667222128,ViT-L-14-336,pecher2006
82,a,mismatch,0.1756854464082247,ViT-L-14-336,pecher2006
83,a,mismatch,0.2034715786964466,ViT-L-14-336,pecher2006
84,a,mismatch,0.16181465101181614,ViT-L-14-336,pecher2006
85,a,mismatch,0.19999652048943317,ViT-L-14-336,pecher2006
86,a,mismatch,0.23359833380382056,ViT-L-14-336,pecher2006
87,a,mismatch,0.21938457965038793,ViT-L-14-336,pecher2006
88,a,mismatch,0.16224639404904473,ViT-L-14-336,pecher2006
89,a,mismatch,0.19016247503335648,ViT-L-14-336,pecher2006
90,a,mismatch,0.18549274705175545,ViT-L-14-336,pecher2006
91,a,mismatch,0.10888779014345729,ViT-L-14-336,pecher2006
92,a,mismatch,0.16181671744153536,ViT-L-14-336,pecher2006
93,a,mismatch,0.17424859751185828,ViT-L-14-336,pecher2006
94,a,mismatch,0.15284867223419651,ViT-L-14-336,pecher2006
95,a,mismatch,0.17395846041147434,ViT-L-14-336,pecher2006
96,a,mismatch,0.22147453673944972,ViT-L-14-336,pecher2006
97,a,mismatch,0.22917652323930593,ViT-L-14-336,pecher2006
98,a,mismatch,0.23284227775559374,ViT-L-14-336,pecher2006
99,a,mismatch,0.1743717056110411,ViT-L-14-336,pecher2006
100,a,mismatch,0.22861878540539404,ViT-L-14-336,pecher2006
101,a,mismatch,0.10948376391694392,ViT-L-14-336,pecher2006
102,a,mismatch,0.18955564534698544,ViT-L-14-336,pecher2006
103,a,mismatch,0.09807230718787707,ViT-L-14-336,pecher2006
104,a,mismatch,0.19569592790009382,ViT-L-14-336,pecher2006
105,a,mismatch,0.20479551948714492,ViT-L-14-336,pecher2006
106,a,mismatch,0.16566596892160834,ViT-L-14-336,pecher2006
107,a,mismatch,0.15009166285841258,ViT-L-14-336,pecher2006
108,a,mismatch,0.21767512865807292,ViT-L-14-336,pecher2006
109,a,mismatch,0.19901076144178886,ViT-L-14-336,pecher2006
110,a,mismatch,0.13647015513390293,ViT-L-14-336,pecher2006
111,a,mismatch,0.19058315746727894,ViT-L-14-336,pecher2006
112,a,mismatch,0.16533429448612458,ViT-L-14-336,pecher2006
113,a,mismatch,0.21109802962722957,ViT-L-14-336,pecher2006
114,a,mismatch,0.13311388109319477,ViT-L-14-336,pecher2006
115,a,mismatch,0.21828683776347813,ViT-L-14-336,pecher2006
116,a,mismatch,0.23583190927267128,ViT-L-14-336,pecher2006
117,a,mismatch,0.19961549678261326,ViT-L-14-336,pecher2006
118,a,mismatch,0.17663489699482804,ViT-L-14-336,pecher2006
119,a,mismatch,0.23318139583537723,ViT-L-14-336,pecher2006
120,b,match,0.1963247591732169,ViT-L-14-336,pecher2006
121,b,match,0.22625070424012406,ViT-L-14-336,pecher2006
122,b,match,0.20396419507699937,ViT-L-14-336,pecher2006
123,b,match,0.20702246826881887,ViT-L-14-336,pecher2006
124,b,match,0.19376831100322822,ViT-L-14-336,pecher2006
125,b,match,0.22016699910161386,ViT-L-14-336,pecher2006
126,b,match,0.2021008463056263,ViT-L-14-336,pecher2006
127,b,match,0.16477874747685395,ViT-L-14-336,pecher2006
128,b,match,0.2141996757266712,ViT-L-14-336,pecher2006
129,b,match,0.21469079420058668,ViT-L-14-336,pecher2006
130,b,match,0.24545943000052428,ViT-L-14-336,pecher2006
131,b,match,0.17237507128909513,ViT-L-14-336,pecher2006
132,b,match,0.23277821760254835,ViT-L-14-336,pecher2006
133,b,match,0.23583608912816445,ViT-L-14-336,pecher2006
134,b,match,0.2020595187794726,ViT-L-14-336,pecher2006
135,b,match,0.23816959697865092,ViT-L-14-336,pecher2006
136,b,match,0.1981472923433364,ViT-L-14-336,pecher2006
137,b,match,0.20032925144513447,ViT-L-14-336,pecher2006
138,b,match,0.2371964734960661,ViT-L-14-336,pecher2006
139,b,match,0.2081084100382613,ViT-L-14-336,pecher2006
140,b,match,0.13156144009628834,ViT-L-14-336,pecher2006
141,b,match,0.1888234704225893,ViT-L-14-336,pecher2006
142,b,match,0.20166797266428227,ViT-L-14-336,pecher2006
143,b,match,0.1826907824279197,ViT-L-14-336,pecher2006
144,b,match,0.12956110909091823,ViT-L-14-336,pecher2006
145,b,match,0.19116232749406858,ViT-L-14-336,pecher2006
146,b,match,0.24165595895082037,ViT-L-14-336,pecher2006
147,b,match,0.20909202530135995,ViT-L-14-336,pecher2006
148,b,match,0.15052909609039156,ViT-L-14-336,pecher2006
149,b,match,0.16091251311392551,ViT-L-14-336,pecher2006
150,b,match,0.21184101614397477,ViT-L-14-336,pecher2006
151,b,match,0.11151832698515929,ViT-L-14-336,pecher2006
152,b,match,0.17261843965040358,ViT-L-14-336,pecher2006
153,b,match,0.2040299112611077,ViT-L-14-336,pecher2006
154,b,match,0.17237270989358489,ViT-L-14-336,pecher2006
155,b,match,0.16556015974711102,ViT-L-14-336,pecher2006
156,b,match,0.21540996863869888,ViT-L-14-336,pecher2006
157,b,match,0.22532569764724997,ViT-L-14-336,pecher2006
158,b,match,0.2223433837065667,ViT-L-14-336,pecher2006
159,b,match,0.21163228283251811,ViT-L-14-336,pecher2006
160,b,match,0.22011012725640644,ViT-L-14-336,pecher2006
161,b,match,0.1260627584597871,ViT-L-14-336,pecher2006
162,b,match,0.17225693799332098,ViT-L-14-336,pecher2006
163,b,match,0.10906491126980034,ViT-L-14-336,pecher2006
164,b,match,0.18483376325258616,ViT-L-14-336,pecher2006
165,b,match,0.20419759294477102,ViT-L-14-336,pecher2006
166,b,match,0.1824368968675265,ViT-L-14-336,pecher2006
167,b,match,0.16778858244454675,ViT-L-14-336,pecher2006
168,b,match,0.24841850376731822,ViT-L-14-336,pecher2006
169,b,match,0.15570749236890458,ViT-L-14-336,pecher2006
170,b,match,0.15993530654152854,ViT-L-14-336,pecher2006
171,b,match,0.2125750067380533,ViT-L-14-336,pecher2006
172,b,match,0.16544885224265848,ViT-L-14-336,pecher2006
173,b,match,0.20733048348801641,ViT-L-14-336,pecher2006
174,b,match,0.12554258141364139,ViT-L-14-336,pecher2006
175,b,match,0.23414891143176164,ViT-L-14-336,pecher2006
176,b,match,0.21209805080690391,ViT-L-14-336,pecher2006
177,b,match,0.1801414383099007,ViT-L-14-336,pecher2006
178,b,match,0.1793073976817623,ViT-L-14-336,pecher2006
179,b,match,0.24340103056244344,ViT-L-14-336,pecher2006
180,b,mismatch,0.21582850048734847,ViT-L-14-336,pecher2006
181,b,mismatch,0.2135125583147819,ViT-L-14-336,pecher2006
182,b,mismatch,0.1873238237605528,ViT-L-14-336,pecher2006
183,b,mismatch,0.24343750966624966,ViT-L-14-336,pecher2006
184,b,mismatch,0.17841104823710296,ViT-L-14-336,pecher2006
185,b,mismatch,0.22356246534665392,ViT-L-14-336,pecher2006
186,b,mismatch,0.15017332134576855,ViT-L-14-336,pecher2006
187,b,mismatch,0.1478820671112383,ViT-L-14-336,pecher2006
188,b,mismatch,0.21584645494874066,ViT-L-14-336,pecher2006
189,b,mismatch,0.22373882290828417,ViT-L-14-336,pecher2006
190,b,mismatch,0.217960730386479,ViT-L-14-336,pecher2006
191,b,mismatch,0.21487913350555632,ViT-L-14-336,pecher2006
192,b,mismatch,0.21344861784778768,ViT-L-14-336,pecher2006
193,b,mismatch,0.2374232118158479,ViT-L-14-336,pecher2006
194,b,mismatch,0.18678187263314194,ViT-L-14-336,pecher2006
195,b,mismatch,0.25027231242253434,ViT-L-14-336,pecher2006
196,b,mismatch,0.19428243267312617,ViT-L-14-336,pecher2006
197,b,mismatch,0.17973374639012907,ViT-L-14-336,pecher2006
198,b,mismatch,0.18013377932981334,ViT-L-14-336,pecher2006
199,b,mismatch,0.20155874246763772,ViT-L-14-336,pecher2006
200,b,mismatch,0.18844153434748057,ViT-L-14-336,pecher2006
201,b,mismatch,0.21101831705927854,ViT-L-14-336,pecher2006
202,b,mismatch,0.2099484708612277,ViT-L-14-336,pecher2006
203,b,mismatch,0.19471280750053688,ViT-L-14-336,pecher2006
204,b,mismatch,0.13342792653885405,ViT-L-14-336,pecher2006
205,b,mismatch,0.17110350849204992,ViT-L-14-336,pecher2006
206,b,mismatch,0.19807701175100034,ViT-L-14-336,pecher2006
207,b,mismatch,0.2037979255330611,ViT-L-14-336,pecher2006
208,b,mismatch,0.21723758972878549,ViT-L-14-336,pecher2006
209,b,mismatch,0.19040345557919958,ViT-L-14-336,pecher2006
210,b,mismatch,0.2184951657202696,ViT-L-14-336,pecher2006
211,b,mismatch,0.19513644201582858,ViT-L-14-336,pecher2006
212,b,mismatch,0.1323675207801962,ViT-L-14-336,pecher2006
213,b,mismatch,0.21824032413616068,ViT-L-14-336,pecher2006
214,b,mismatch,0.17490718841850905,ViT-L-14-336,pecher2006
215,b,mismatch,0.1665230540451399,ViT-L-14-336,pecher2006
216,b,mismatch,0.20034087287303382,ViT-L-14-336,pecher2006
217,b,mismatch,0.1861800600132245,ViT-L-14-336,pecher2006
218,b,mismatch,0.14942063536888106,ViT-L-14-336,pecher2006
219,b,mismatch,0.16874969383638416,ViT-L-14-336,pecher2006
220,b,mismatch,0.18996871655768122,ViT-L-14-336,pecher2006
221,b,mismatch,0.20278460327004977,ViT-L-14-336,pecher2006
222,b,mismatch,0.1960793413848274,ViT-L-14-336,pecher2006
223,b,mismatch,0.20997861452979028,ViT-L-14-336,pecher2006
224,b,mismatch,0.14681070594032164,ViT-L-14-336,pecher2006
225,b,mismatch,0.20783768014063453,ViT-L-14-336,pecher2006
226,b,mismatch,0.1630284220897542,ViT-L-14-336,pecher2006
227,b,mismatch,0.16367659747285412,ViT-L-14-336,pecher2006
228,b,mismatch,0.22783526168302126,ViT-L-14-336,pecher2006
229,b,mismatch,0.2063059727341281,ViT-L-14-336,pecher2006
230,b,mismatch,0.16095066645152079,ViT-L-14-336,pecher2006
231,b,mismatch,0.21088845120320465,ViT-L-14-336,pecher2006
232,b,mismatch,0.19569433780452783,ViT-L-14-336,pecher2006
233,b,mismatch,0.16311218445373765,ViT-L-14-336,pecher2006
234,b,mismatch,0.218603459620615,ViT-L-14-336,pecher2006
235,b,mismatch,0.21825485099489605,ViT-L-14-336,pecher2006
236,b,mismatch,0.2199902866431862,ViT-L-14-336,pecher2006
237,b,mismatch,0.1814877956506813,ViT-L-14-336,pecher2006
238,b,mismatch,0.17880534445534035,ViT-L-14-336,pecher2006
239,b,mismatch,0.18996692145156557,ViT-L-14-336,pecher2006
