item,object,item_type,sent_condition,media_condition,match,similarity,model,dataset
35,airplane,original,a,a,match,0.19475367597037074,ViT-L-14-336,pecher2006
53,apple,original,a,a,match,0.23208680663056858,ViT-L-14-336,pecher2006
1,apple pie,new,a,a,match,0.2379159084942496,ViT-L-14-336,pecher2006
21,avocado,new new,a,a,match,0.22845799580008141,ViT-L-14-336,pecher2006
39,balloon,original,a,a,match,0.17768129597067772,ViT-L-14-336,pecher2006
32,banana,new new,a,a,match,0.2323044252710622,ViT-L-14-336,pecher2006
47,book,original,a,a,match,0.18788361214557647,ViT-L-14-336,pecher2006
40,bread,original,a,a,match,0.20366116797814693,ViT-L-14-336,pecher2006
12,carrot,new,a,a,match,0.25344040190572015,ViT-L-14-336,pecher2006
28,cheesecake,new new,a,a,match,0.21046377114646586,ViT-L-14-336,pecher2006
36,chicken,original,a,a,match,0.23883813913155827,ViT-L-14-336,pecher2006
54,cigarette,original,a,a,match,0.16843931284857572,ViT-L-14-336,pecher2006
7,coat,new,a,a,match,0.1571763062611774,ViT-L-14-336,pecher2006
55,corn,original,a,a,match,0.2522223273476928,ViT-L-14-336,pecher2006
18,cucumber,new,a,a,match,0.22928141452848538,ViT-L-14-336,pecher2006
56,eagle,original,a,a,match,0.22742525509478306,ViT-L-14-336,pecher2006
41,egg,original,a,a,match,0.22225413265195815,ViT-L-14-336,pecher2006
48,fish,original,a,a,match,0.20653277125742253,ViT-L-14-336,pecher2006
22,frog,new new,a,a,match,0.23403083182490825,ViT-L-14-336,pecher2006
13,garbage bag,new,a,a,match,0.21863292806151313,ViT-L-14-336,pecher2006
14,goose,new,a,a,match,0.2542438884397934,ViT-L-14-336,pecher2006
37,hockey,original,a,a,match,0.24163440858837415,ViT-L-14-336,pecher2006
2,horse,new,a,a,match,0.2285944885104234,ViT-L-14-336,pecher2006
29,hose,new new,a,a,match,0.2638499034215902,ViT-L-14-336,pecher2006
15,ice,new,a,a,match,0.22640044333608778,ViT-L-14-336,pecher2006
33,ketchup,new new,a,a,match,0.16052403115119063,ViT-L-14-336,pecher2006
19,lamp,new,a,a,match,0.2010254379654297,ViT-L-14-336,pecher2006
49,lemon,original,a,a,match,0.27070809222803716,ViT-L-14-336,pecher2006
38,lime,original,a,a,match,0.24600640881371394,ViT-L-14-336,pecher2006
57,lobster,original,a,a,match,0.24601149008610879,ViT-L-14-336,pecher2006
20,map,new,a,a,match,0.2525257146376211,ViT-L-14-336,pecher2006
8,match,new,a,a,match,0.14941263658367898,ViT-L-14-336,pecher2006
42,mushroom,original,a,a,match,0.2414943112772786,ViT-L-14-336,pecher2006
43,newspaper,original,a,a,match,0.24168184680468396,ViT-L-14-336,pecher2006
50,onion,original,a,a,match,0.2514377666719303,ViT-L-14-336,pecher2006
9,owl,new,a,a,match,0.23108701566009926,ViT-L-14-336,pecher2006
23,paint,new new,a,a,match,0.2665699624189335,ViT-L-14-336,pecher2006
44,pineapple,original,a,a,match,0.24683654221956508,ViT-L-14-336,pecher2006
10,pumpkin,new,a,a,match,0.2296839159583618,ViT-L-14-336,pecher2006
45,sailboat,original,a,a,match,0.16964440086482224,ViT-L-14-336,pecher2006
3,scarf,new,a,a,match,0.20852967502316744,ViT-L-14-336,pecher2006
58,shirt,original,a,a,match,0.18982720600367875,ViT-L-14-336,pecher2006
4,shoelace,new,a,a,match,0.25772736619303416,ViT-L-14-336,pecher2006
30,soap,new new,a,a,match,0.23676155635313145,ViT-L-14-336,pecher2006
59,spaghetti,original,a,a,match,0.20899782944914458,ViT-L-14-336,pecher2006
11,squid,new,a,a,match,0.24205335341623824,ViT-L-14-336,pecher2006
5,staple,new,a,a,match,0.2703699048089807,ViT-L-14-336,pecher2006
26,sugar,new new,a,a,match,0.208005213474459,ViT-L-14-336,pecher2006
