,sentence,match,probability,model,dataset
50,a,match,0.3833058178424835,clip,pecher2006
51,a,match,0.8395929932594299,clip,pecher2006
52,a,match,0.9751393795013428,clip,pecher2006
53,a,match,0.029479624703526497,clip,pecher2006
54,a,match,0.9994491934776306,clip,pecher2006
55,a,match,0.9546769857406616,clip,pecher2006
56,a,match,0.98777836561203,clip,pecher2006
57,a,match,0.06744524836540222,clip,pecher2006
58,a,match,0.4496966004371643,clip,pecher2006
59,a,match,0.18185244500637054,clip,pecher2006
60,a,mismatch,0.01172519102692604,clip,pecher2006
61,a,mismatch,0.7474586367607117,clip,pecher2006
62,a,mismatch,0.7226122617721558,clip,pecher2006
63,a,mismatch,0.6315716505050659,clip,pecher2006
64,a,mismatch,0.9386946558952332,clip,pecher2006
65,a,mismatch,0.0003458003338892013,clip,pecher2006
66,a,mismatch,0.9913200736045837,clip,pecher2006
67,a,mismatch,0.8925107717514038,clip,pecher2006
68,a,mismatch,0.04281457141041756,clip,pecher2006
69,a,mismatch,0.32896506786346436,clip,pecher2006
70,a,mismatch,0.021073665469884872,clip,pecher2006
71,a,mismatch,0.006916914600878954,clip,pecher2006
72,a,mismatch,0.4727391004562378,clip,pecher2006
73,a,mismatch,0.27323225140571594,clip,pecher2006
74,a,mismatch,0.3405776917934418,clip,pecher2006
75,a,mismatch,0.9583953022956848,clip,pecher2006
76,a,mismatch,0.9517251253128052,clip,pecher2006
77,a,mismatch,0.09754510223865509,clip,pecher2006
78,a,mismatch,0.5572769045829773,clip,pecher2006
79,a,mismatch,0.02276335470378399,clip,pecher2006
80,a,mismatch,0.006703561637550592,clip,pecher2006
81,a,mismatch,0.13538427650928497,clip,pecher2006
82,a,mismatch,0.9565865993499756,clip,pecher2006
83,a,mismatch,0.003776735393330455,clip,pecher2006
84,a,mismatch,0.9940452575683594,clip,pecher2006
85,a,mismatch,0.9885181188583374,clip,pecher2006
86,a,mismatch,0.9304944276809692,clip,pecher2006
87,a,mismatch,0.9647308588027954,clip,pecher2006
88,a,mismatch,0.3679274022579193,clip,pecher2006
89,a,mismatch,0.003888929495587945,clip,pecher2006
90,a,mismatch,0.3087785840034485,clip,pecher2006
91,a,mismatch,0.0001082178350770846,clip,pecher2006
92,a,mismatch,0.6942698955535889,clip,pecher2006
93,a,mismatch,0.016563137993216515,clip,pecher2006
94,a,mismatch,0.2675243616104126,clip,pecher2006
95,a,mismatch,0.0075919134542346,clip,pecher2006
96,a,mismatch,0.476889431476593,clip,pecher2006
97,a,mismatch,0.13187846541404724,clip,pecher2006
98,a,mismatch,0.9988346695899963,clip,pecher2006
99,a,mismatch,0.5529108047485352,clip,pecher2006
100,a,mismatch,0.005299371201545,clip,pecher2006
101,a,mismatch,0.006605247501283884,clip,pecher2006
102,a,mismatch,0.004962518345564604,clip,pecher2006
103,a,mismatch,5.195835797167092e-07,clip,pecher2006
104,a,mismatch,0.9975874423980713,clip,pecher2006
105,a,mismatch,0.0008128575864247978,clip,pecher2006
106,a,mismatch,0.011005529202520847,clip,pecher2006
107,a,mismatch,0.1978379637002945,clip,pecher2006
108,a,mismatch,0.9849722981452942,clip,pecher2006
109,a,mismatch,0.0011208384530618787,clip,pecher2006
110,a,mismatch,0.6166942119598389,clip,pecher2006
111,a,mismatch,0.16040700674057007,clip,pecher2006
112,a,mismatch,0.024860598146915436,clip,pecher2006
113,a,mismatch,0.9705203175544739,clip,pecher2006
114,a,mismatch,0.000550813740119338,clip,pecher2006
115,a,mismatch,0.045323025435209274,clip,pecher2006
116,a,mismatch,0.012221665121614933,clip,pecher2006
117,a,mismatch,0.9325547814369202,clip,pecher2006
118,a,mismatch,0.5503033995628357,clip,pecher2006
119,a,mismatch,0.818147599697113,clip,pecher2006
120,b,match,0.013110309839248657,clip,pecher2006
121,b,match,0.7534312009811401,clip,pecher2006
122,b,match,0.8570863008499146,clip,pecher2006
123,b,match,0.2123860865831375,clip,pecher2006
124,b,match,0.8105149865150452,clip,pecher2006
125,b,match,0.00073594058630988,clip,pecher2006
126,b,match,0.9976330995559692,clip,pecher2006
127,b,match,0.2589868903160095,clip,pecher2006
128,b,match,0.20218710601329803,clip,pecher2006
129,b,match,0.46813759207725525,clip,pecher2006
130,b,match,0.9960611462593079,clip,pecher2006
131,b,match,0.05988467112183571,clip,pecher2006
132,b,match,0.703951895236969,clip,pecher2006
133,b,match,0.6071146130561829,clip,pecher2006
134,b,match,0.2115367203950882,clip,pecher2006
135,b,match,0.9507260918617249,clip,pecher2006
136,b,match,0.9940239787101746,clip,pecher2006
137,b,match,0.7071946263313293,clip,pecher2006
138,b,match,0.8909112215042114,clip,pecher2006
139,b,match,0.23121732473373413,clip,pecher2006
140,b,match,0.005332784727215767,clip,pecher2006
141,b,match,0.08113954961299896,clip,pecher2006
142,b,match,0.998608410358429,clip,pecher2006
143,b,match,0.17293328046798706,clip,pecher2006
144,b,match,0.9633820652961731,clip,pecher2006
145,b,match,0.9976759552955627,clip,pecher2006
146,b,match,0.9347270727157593,clip,pecher2006
147,b,match,0.9111388921737671,clip,pecher2006
148,b,match,0.5832107663154602,clip,pecher2006
149,b,match,0.01112073753029108,clip,pecher2006
150,b,match,0.4258122444152832,clip,pecher2006
151,b,match,0.13479727506637573,clip,pecher2006
152,b,match,0.9885336756706238,clip,pecher2006
153,b,match,0.05778138339519501,clip,pecher2006
154,b,match,0.09915491938591003,clip,pecher2006
155,b,match,0.040378719568252563,clip,pecher2006
156,b,match,0.6405686736106873,clip,pecher2006
157,b,match,0.799127459526062,clip,pecher2006
158,b,match,0.9999173879623413,clip,pecher2006
159,b,match,0.9285098314285278,clip,pecher2006
160,b,match,0.019496608525514603,clip,pecher2006
161,b,match,0.38480016589164734,clip,pecher2006
162,b,match,0.0012554310960695148,clip,pecher2006
163,b,match,6.905450572958216e-05,clip,pecher2006
164,b,match,0.9988368153572083,clip,pecher2006
165,b,match,0.008027243427932262,clip,pecher2006
166,b,match,0.2898104190826416,clip,pecher2006
167,b,match,0.600825309753418,clip,pecher2006
168,b,match,0.9955911636352539,clip,pecher2006
169,b,match,0.01977846398949623,clip,pecher2006
170,b,match,0.6985901594161987,clip,pecher2006
171,b,match,0.5831161737442017,clip,pecher2006
172,b,match,0.07396899163722992,clip,pecher2006
173,b,match,0.8327959775924683,clip,pecher2006
174,b,match,0.0019145336700603366,clip,pecher2006
175,b,match,0.2570752501487732,clip,pecher2006
176,b,match,0.015242494642734528,clip,pecher2006
177,b,match,0.6412798166275024,clip,pecher2006
178,b,match,0.5764474272727966,clip,pecher2006
179,b,match,0.9531435966491699,clip,pecher2006
180,b,mismatch,0.9868897199630737,clip,pecher2006
181,b,mismatch,0.24656875431537628,clip,pecher2006
182,b,mismatch,0.14291365444660187,clip,pecher2006
183,b,mismatch,0.7876139283180237,clip,pecher2006
184,b,mismatch,0.18948505818843842,clip,pecher2006
185,b,mismatch,0.9992640614509583,clip,pecher2006
186,b,mismatch,0.0023668601643294096,clip,pecher2006
187,b,mismatch,0.7410131096839905,clip,pecher2006
188,b,mismatch,0.7978129386901855,clip,pecher2006
189,b,mismatch,0.5318624377250671,clip,pecher2006
190,b,mismatch,0.0039388686418533325,clip,pecher2006
191,b,mismatch,0.9401153326034546,clip,pecher2006
192,b,mismatch,0.296048104763031,clip,pecher2006
193,b,mismatch,0.39288535714149475,clip,pecher2006
194,b,mismatch,0.7884632349014282,clip,pecher2006
195,b,mismatch,0.049273911863565445,clip,pecher2006
196,b,mismatch,0.005976011510938406,clip,pecher2006
197,b,mismatch,0.29280537366867065,clip,pecher2006
198,b,mismatch,0.10908881574869156,clip,pecher2006
199,b,mismatch,0.7687827348709106,clip,pecher2006
200,b,mismatch,0.9946672916412354,clip,pecher2006
201,b,mismatch,0.9188604950904846,clip,pecher2006
202,b,mismatch,0.0013916397001594305,clip,pecher2006
203,b,mismatch,0.8270667195320129,clip,pecher2006
204,b,mismatch,0.036617979407310486,clip,pecher2006
205,b,mismatch,0.002324095694348216,clip,pecher2006
206,b,mismatch,0.0652729794383049,clip,pecher2006
207,b,mismatch,0.08886104822158813,clip,pecher2006
208,b,mismatch,0.4167892336845398,clip,pecher2006
209,b,mismatch,0.9888792037963867,clip,pecher2006
210,b,mismatch,0.574187695980072,clip,pecher2006
211,b,mismatch,0.865202784538269,clip,pecher2006
212,b,mismatch,0.011466327123343945,clip,pecher2006
213,b,mismatch,0.9422186017036438,clip,pecher2006
214,b,mismatch,0.9008450508117676,clip,pecher2006
215,b,mismatch,0.959621250629425,clip,pecher2006
216,b,mismatch,0.35943132638931274,clip,pecher2006
217,b,mismatch,0.20087255537509918,clip,pecher2006
218,b,mismatch,8.260989125119522e-05,clip,pecher2006
219,b,mismatch,0.07149023562669754,clip,pecher2006
220,b,mismatch,0.9805034399032593,clip,pecher2006
221,b,mismatch,0.615199863910675,clip,pecher2006
222,b,mismatch,0.9987444877624512,clip,pecher2006
223,b,mismatch,0.9999309778213501,clip,pecher2006
224,b,mismatch,0.0011632463429123163,clip,pecher2006
225,b,mismatch,0.991972804069519,clip,pecher2006
226,b,mismatch,0.7101896405220032,clip,pecher2006
227,b,mismatch,0.3991747200489044,clip,pecher2006
228,b,mismatch,0.00440883869305253,clip,pecher2006
229,b,mismatch,0.9802215099334717,clip,pecher2006
230,b,mismatch,0.30140984058380127,clip,pecher2006
231,b,mismatch,0.41688379645347595,clip,pecher2006
232,b,mismatch,0.9260309934616089,clip,pecher2006
233,b,mismatch,0.16720406711101532,clip,pecher2006
234,b,mismatch,0.9980854988098145,clip,pecher2006
235,b,mismatch,0.742924690246582,clip,pecher2006
236,b,mismatch,0.9847575426101685,clip,pecher2006
237,b,mismatch,0.35872024297714233,clip,pecher2006
238,b,mismatch,0.423552542924881,clip,pecher2006
239,b,mismatch,0.046856388449668884,clip,pecher2006
